Time(s), T_gas(K), p(Pa), N_gas(#/cm^3), H, H2, O, O2, OH, H2O, HO2, H2O2, AR, HE, H2(v1), H2(v2), H2(v3), O2(v1), O2(v2), O2(v3), O2(v4), O2(A1), O2(B1), O2*, O(1D), O(1S), O3, HE*, HE**, HE2, H^+, H2^+, H3^+, O^+, O2^+, O4^+, OH^+, H2O^+, H3O^+, HE^+, HE2^+, HEH^+, H^-, O^-, O2^-, O3^-, O4^-, OH^-, E, N2, Power_input(W/cm^3), Energy_deposited(mJ/cm^3)
0.000133336, 403.296, 101325, 1.81974e+19, 9.39281e+12, 3.02305e+18, 7.82953e+13, 1.51368e+18, 2.69597e+13, 9.05426e+14, 5.14319e+14, 3.57196e+13, 0, 1.36486e+19, 9.29036e+15, 7.67346e+13, 7.30019e+11, 5.99275e+13, 1.01747e+12, 1.74516e+11, 5.33601e+10, 9.16814e+14, 6.6535e+10, 9.10402e+10, 7.09038e+11, 9.01787e+10, 1.30864e+14, 4.60577e+10, 5.35924e+10, 420804, 903852, 3.90731e+10, 9.51828e+10, 2.65382e+09, 2.93479e+11, 1.86711e+11, 1.95406e+09, 1.10567e+09, 1.13258e+09, 1.30585e+10, 1.74089e+09, 9.32696e+09, 1.39441e+08, 3.12427e+09, 3.37964e+09, 1.36648e+06, 913728, 3.44287e+11, 2.94487e+11, 0, 16286.7, 0.00534959
0.000133336, 403.296, 101325, 1.81974e+19, 9.47685e+12, 3.02305e+18, 7.83374e+13, 1.51368e+18, 2.69626e+13, 9.05425e+14, 5.14319e+14, 3.57196e+13, 0, 1.36486e+19, 9.29039e+15, 7.6737e+13, 7.30249e+11, 5.99344e+13, 1.02059e+12, 1.76235e+11, 5.43385e+10, 9.16818e+14, 6.78902e+10, 9.3783e+10, 7.30944e+11, 9.2934e+10, 1.30864e+14, 4.74806e+10, 5.52486e+10, 433872, 933818, 4.02801e+10, 9.81263e+10, 2.7358e+09, 2.97677e+11, 1.8672e+11, 2.01443e+09, 1.13985e+09, 1.15988e+09, 1.34619e+10, 1.79472e+09, 9.61507e+09, 1.43748e+08, 3.22077e+09, 3.4824e+09, 1.40836e+06, 932921, 3.44293e+11, 3.03583e+11, 0, 16789.8, 0.00551496
0.000133336, 403.296, 101325, 1.81974e+19, 9.56348e+12, 3.02305e+18, 7.83809e+13, 1.51368e+18, 2.69656e+13, 9.05425e+14, 5.14319e+14, 3.57196e+13, 0, 1.36486e+19, 9.29041e+15, 7.67394e+13, 7.30485e+11, 5.99415e+13, 1.02382e+12, 1.78008e+11, 5.53471e+10, 9.16822e+14, 6.92872e+10, 9.66106e+10, 7.53528e+11, 9.57745e+10, 1.30864e+14, 4.89476e+10, 5.6956e+10, 447347, 964838, 4.15243e+10, 1.01161e+11, 2.82031e+09, 3.02004e+11, 1.8673e+11, 2.07666e+09, 1.17508e+09, 1.18802e+09, 1.38777e+10, 1.85021e+09, 9.91207e+09, 1.48188e+08, 3.32025e+09, 3.58834e+09, 1.45152e+06, 952710, 3.443e+11, 3.12961e+11, 0, 17308.4, 0.00568544
0.000133336, 403.296, 101325, 1.81974e+19, 9.65278e+12, 3.02305e+18, 7.84257e+13, 1.51368e+18, 2.69687e+13, 9.05425e+14, 5.14319e+14, 3.57196e+13, 0, 1.36486e+19, 9.29044e+15, 7.6742e+13, 7.30729e+11, 5.99489e+13, 1.02714e+12, 1.79836e+11, 5.63868e+10, 9.16826e+14, 7.07273e+10, 9.95255e+10, 7.76808e+11, 9.87027e+10, 1.30864e+14, 5.04598e+10, 5.87161e+10, 461241, 996952, 4.2807e+10, 1.04289e+11, 2.90744e+09, 3.06465e+11, 1.8674e+11, 2.14081e+09, 1.2114e+09, 1.21704e+09, 1.43064e+10, 1.90741e+09, 1.02183e+10, 1.52765e+08, 3.4228e+09, 3.69755e+09, 1.49602e+06, 973112, 3.44307e+11, 3.22628e+11, 0, 17843, 0.00586118
0.000133336, 403.296, 101325, 1.81974e+19, 9.74485e+12, 3.02305e+18, 7.84718e+13, 1.51368e+18, 2.6972e+13, 9.05425e+14, 5.14319e+14, 3.57196e+13, 0, 1.36486e+19, 9.29047e+15, 7.67446e+13, 7.30981e+11, 5.99564e+13, 1.03056e+12, 1.8172e+11, 5.74587e+10, 9.16831e+14, 7.2212e+10, 1.02531e+11, 8.00808e+11, 1.01721e+11, 1.30864e+14, 5.20187e+10, 6.05306e+10, 475567, 1.0302e+06, 4.41292e+10, 1.07513e+11, 2.99725e+09, 3.11064e+11, 1.8675e+11, 2.20695e+09, 1.24884e+09, 1.24695e+09, 1.47483e+10, 1.96639e+09, 1.05339e+10, 1.57483e+08, 3.52852e+09, 3.81013e+09, 1.54189e+06, 994147, 3.44314e+11, 3.32593e+11, 0, 18394.2, 0.00604235
0.000133336, 403.296, 101325, 1.81974e+19, 9.83976e+12, 3.02305e+18, 7.85194e+13, 1.51367e+18, 2.69753e+13, 9.05425e+14, 5.14319e+14, 3.57196e+13, 0, 1.36486e+19, 9.29049e+15, 7.67473e+13, 7.3124e+11, 5.99642e+13, 1.03409e+12, 1.83662e+11, 5.85637e+10, 9.16835e+14, 7.37426e+10, 1.05628e+11, 8.25549e+11, 1.04833e+11, 1.30864e+14, 5.36258e+10, 6.24011e+10, 490340, 1.06463e+06, 4.54923e+10, 1.10838e+11, 3.08983e+09, 3.15805e+11, 1.86761e+11, 2.27513e+09, 1.28743e+09, 1.27778e+09, 1.52039e+10, 2.02718e+09, 1.08593e+10, 1.62348e+08, 3.6375e+09, 3.92619e+09, 1.58918e+06, 1.01583e+06, 3.44321e+11, 3.42867e+11, 0, 18962.3, 0.00622912
0.000133336, 403.296, 101325, 1.81974e+19, 9.9376e+12, 3.02305e+18, 7.85685e+13, 1.51367e+18, 2.69787e+13, 9.05425e+14, 5.14318e+14, 3.57196e+13, 0, 1.36486e+19, 9.29052e+15, 7.67501e+13, 7.31507e+11, 5.99723e+13, 1.03773e+12, 1.85664e+11, 5.97028e+10, 9.16839e+14, 7.53204e+10, 1.08822e+11, 8.51054e+11, 1.08041e+11, 1.30864e+14, 5.52826e+10, 6.43294e+10, 505574, 1.10029e+06, 4.68976e+10, 1.14265e+11, 3.18528e+09, 3.20692e+11, 1.86771e+11, 2.34541e+09, 1.32722e+09, 1.30957e+09, 1.56735e+10, 2.08985e+09, 1.11947e+10, 1.67362e+08, 3.74985e+09, 4.04584e+09, 1.63793e+06, 1.03819e+06, 3.44329e+11, 3.53458e+11, 0, 19548.1, 0.00642166
0.000133336, 403.297, 101325, 1.81974e+19, 1.00385e+13, 3.02305e+18, 7.86191e+13, 1.51367e+18, 2.69822e+13, 9.05425e+14, 5.14318e+14, 3.57196e+13, 0, 1.36486e+19, 9.29055e+15, 7.6753e+13, 7.31783e+11, 5.99806e+13, 1.04149e+12, 1.87728e+11, 6.08771e+10, 9.16844e+14, 7.6947e+10, 1.12114e+11, 8.77347e+11, 1.11348e+11, 1.30864e+14, 5.69905e+10, 6.63173e+10, 521282, 1.13723e+06, 4.83462e+10, 1.17798e+11, 3.28368e+09, 3.2573e+11, 1.86783e+11, 2.41787e+09, 1.36824e+09, 1.34235e+09, 1.61577e+10, 2.15445e+09, 1.15405e+10, 1.72531e+08, 3.86567e+09, 4.16919e+09, 1.68819e+06, 1.06125e+06, 3.44337e+11, 3.64375e+11, 0, 20151.9, 0.00662014
0.000133336, 403.297, 101325, 1.81974e+19, 1.01424e+13, 3.02304e+18, 7.86713e+13, 1.51367e+18, 2.69859e+13, 9.05425e+14, 5.14318e+14, 3.57196e+13, 0, 1.36486e+19, 9.29058e+15, 7.67559e+13, 7.32067e+11, 5.99891e+13, 1.04535e+12, 1.89856e+11, 6.20877e+10, 9.16849e+14, 7.86238e+10, 1.15508e+11, 9.04452e+11, 1.14758e+11, 1.30864e+14, 5.87511e+10, 6.83666e+10, 537479, 1.17549e+06, 4.98395e+10, 1.21439e+11, 3.38511e+09, 3.30924e+11, 1.86794e+11, 2.49256e+09, 1.41052e+09, 1.37613e+09, 1.66568e+10, 2.22105e+09, 1.1897e+10, 1.77861e+08, 3.98506e+09, 4.29635e+09, 1.73999e+06, 1.08502e+06, 3.44345e+11, 3.75631e+11, 0, 20774.3, 0.00682476
0.000133336, 403.297, 101325, 1.81974e+19, 1.02496e+13, 3.02304e+18, 7.8725e+13, 1.51367e+18, 2.69896e+13, 9.05425e+14, 5.14318e+14, 3.57196e+13, 0, 1.36486e+19, 9.29061e+15, 7.6759e+13, 7.3236e+11, 5.99979e+13, 1.04934e+12, 1.9205e+11, 6.33357e+10, 9.16854e+14, 8.03525e+10, 1.19007e+11, 9.32394e+11, 1.18272e+11, 1.30864e+14, 6.05662e+10, 7.04792e+10, 554182, 1.21512e+06, 5.1379e+10, 1.25194e+11, 3.48968e+09, 3.36278e+11, 1.86806e+11, 2.56956e+09, 1.45411e+09, 1.41096e+09, 1.71713e+10, 2.28971e+09, 1.22645e+10, 1.83354e+08, 4.10814e+09, 4.42744e+09, 1.7934e+06, 1.10952e+06, 3.44353e+11, 3.87233e+11, 0, 21416, 0.00703569
0.000133336, 403.297, 101325, 1.81974e+19, 1.03601e+13, 3.02304e+18, 7.87804e+13, 1.51367e+18, 2.69935e+13, 9.05425e+14, 5.14318e+14, 3.57196e+13, 0, 1.36486e+19, 9.29065e+15, 7.67621e+13, 7.32662e+11, 6.0007e+13, 1.05345e+12, 1.94311e+11, 6.46222e+10, 9.16859e+14, 8.21346e+10, 1.22613e+11, 9.612e+11, 1.21895e+11, 1.30864e+14, 6.24373e+10, 7.2657e+10, 571406, 1.25619e+06, 5.29661e+10, 1.29064e+11, 3.59747e+09, 3.41798e+11, 1.86819e+11, 2.64894e+09, 1.49904e+09, 1.44686e+09, 1.77017e+10, 2.36049e+09, 1.26434e+10, 1.89017e+08, 4.23503e+09, 4.56257e+09, 1.84846e+06, 1.13478e+06, 3.44362e+11, 3.99195e+11, 0, 22077.5, 0.00725315
0.000133336, 403.297, 101325, 1.81974e+19, 1.0474e+13, 3.02304e+18, 7.88376e+13, 1.51367e+18, 2.69975e+13, 9.05425e+14, 5.14318e+14, 3.57196e+13, 0, 1.36486e+19, 9.29068e+15, 7.67654e+13, 7.32973e+11, 6.00164e+13, 1.05769e+12, 1.96642e+11, 6.59485e+10, 9.16864e+14, 8.39717e+10, 1.26332e+11, 9.90895e+11, 1.2563e+11, 1.30864e+14, 6.43662e+10, 7.49021e+10, 589167, 1.29875e+06, 5.46022e+10, 1.33054e+11, 3.7086e+09, 3.47488e+11, 1.86831e+11, 2.73077e+09, 1.54537e+09, 1.48388e+09, 1.82485e+10, 2.43346e+09, 1.30339e+10, 1.94856e+08, 4.36583e+09, 4.70189e+09, 1.90522e+06, 1.16083e+06, 3.44371e+11, 4.11525e+11, 0, 22759.5, 0.00747731
0.000133336, 403.297, 101325, 1.81974e+19, 1.05915e+13, 3.02304e+18, 7.88965e+13, 1.51367e+18, 2.70016e+13, 9.05424e+14, 5.14318e+14, 3.57195e+13, 0, 1.36486e+19, 9.29071e+15, 7.67688e+13, 7.33294e+11, 6.0026e+13, 1.06206e+12, 1.99046e+11, 6.73157e+10, 9.1687e+14, 8.58656e+10, 1.30165e+11, 1.02151e+12, 1.29481e+11, 1.30864e+14, 6.63546e+10, 7.72165e+10, 607483, 1.34286e+06, 5.62888e+10, 1.37168e+11, 3.82316e+09, 3.53354e+11, 1.86844e+11, 2.81513e+09, 1.59312e+09, 1.52204e+09, 1.88122e+10, 2.50867e+09, 1.34365e+10, 2.00874e+08, 4.50067e+09, 4.8455e+09, 1.96373e+06, 1.18769e+06, 3.4438e+11, 4.24237e+11, 0, 23462.5, 0.00770841
0.000133336, 403.297, 101325, 1.81974e+19, 1.07125e+13, 3.02304e+18, 7.89572e+13, 1.51367e+18, 2.70058e+13, 9.05424e+14, 5.14318e+14, 3.57195e+13, 0, 1.36486e+19, 9.29075e+15, 7.67722e+13, 7.33625e+11, 6.0036e+13, 1.06656e+12, 2.01523e+11, 6.87252e+10, 9.16875e+14, 8.7818e+10, 1.34116e+11, 1.05307e+12, 1.3345e+11, 1.30864e+14, 6.84045e+10, 7.96024e+10, 626370, 1.38858e+06, 5.80275e+10, 1.41408e+11, 3.94126e+09, 3.59402e+11, 1.86858e+11, 2.9021e+09, 1.64235e+09, 1.56137e+09, 1.93933e+10, 2.58622e+09, 1.38516e+10, 2.07079e+08, 4.63968e+09, 4.99356e+09, 2.02405e+06, 1.21537e+06, 3.4439e+11, 4.37341e+11, 0, 24187.2, 0.00794664
0.000133336, 403.297, 101325, 1.81973e+19, 1.08373e+13, 3.02304e+18, 7.90198e+13, 1.51367e+18, 2.70102e+13, 9.05424e+14, 5.14317e+14, 3.57195e+13, 0, 1.36486e+19, 9.29079e+15, 7.67758e+13, 7.33967e+11, 6.00463e+13, 1.07121e+12, 2.04077e+11, 7.01782e+10, 9.16881e+14, 8.98307e+10, 1.3819e+11, 1.0856e+12, 1.37542e+11, 1.30864e+14, 7.05177e+10, 8.20621e+10, 645848, 1.43598e+06, 5.98199e+10, 1.45779e+11, 4.06301e+09, 3.65636e+11, 1.86872e+11, 2.99175e+09, 1.6931e+09, 1.60193e+09, 1.99923e+10, 2.66615e+09, 1.42794e+10, 2.13475e+08, 4.78297e+09, 5.14619e+09, 2.08624e+06, 1.24392e+06, 3.44399e+11, 4.5085e+11, 0, 24934.3, 0.00819222
0.000133336, 403.297, 101325, 1.81973e+19, 1.0966e+13, 3.02304e+18, 7.90843e+13, 1.51367e+18, 2.70147e+13, 9.05424e+14, 5.14317e+14, 3.57195e+13, 0, 1.36486e+19, 9.29082e+15, 7.67795e+13, 7.34318e+11, 6.00568e+13, 1.07599e+12, 2.0671e+11, 7.16761e+10, 9.16887e+14, 9.19056e+10, 1.42389e+11, 1.11914e+12, 1.41761e+11, 1.30864e+14, 7.26962e+10, 8.45977e+10, 665934, 1.48513e+06, 6.16676e+10, 1.50285e+11, 4.18852e+09, 3.72062e+11, 1.86886e+11, 3.08417e+09, 1.74541e+09, 1.64373e+09, 2.06099e+10, 2.74856e+09, 1.47205e+10, 2.20068e+08, 4.9307e+09, 5.30353e+09, 2.15034e+06, 1.27335e+06, 3.4441e+11, 4.64776e+11, 0, 25704.5, 0.0084454
0.000133336, 403.297, 101325, 1.81973e+19, 1.10986e+13, 3.02304e+18, 7.91509e+13, 1.51367e+18, 2.70193e+13, 9.05424e+14, 5.14317e+14, 3.57195e+13, 0, 1.36486e+19, 9.29086e+15, 7.67833e+13, 7.34681e+11, 6.00678e+13, 1.08093e+12, 2.09424e+11, 7.32203e+10, 9.16893e+14, 9.40446e+10, 1.46718e+11, 1.15371e+12, 1.46109e+11, 1.30864e+14, 7.4942e+10, 8.72116e+10, 686648, 1.53609e+06, 6.35725e+10, 1.54931e+11, 4.3179e+09, 3.78687e+11, 1.86901e+11, 3.17944e+09, 1.79935e+09, 1.68683e+09, 2.12465e+10, 2.83351e+09, 1.51752e+10, 2.26865e+08, 5.08298e+09, 5.46574e+09, 2.21642e+06, 1.30369e+06, 3.4442e+11, 4.79133e+11, 0, 26498.5, 0.00870639
0.000133336, 403.298, 101325, 1.81973e+19, 1.12353e+13, 3.02304e+18, 7.92195e+13, 1.51367e+18, 2.70241e+13, 9.05424e+14, 5.14317e+14, 3.57195e+13, 0, 1.36486e+19, 9.2909e+15, 7.67872e+13, 7.35055e+11, 6.0079e+13, 1.08601e+12, 2.12222e+11, 7.48122e+10, 9.169e+14, 9.62497e+10, 1.51181e+11, 1.18935e+12, 1.50592e+11, 1.30864e+14, 7.72571e+10, 8.99062e+10, 708009, 1.58895e+06, 6.55362e+10, 1.5972e+11, 4.45128e+09, 3.85517e+11, 1.86916e+11, 3.27766e+09, 1.85494e+09, 1.73126e+09, 2.19028e+10, 2.92108e+09, 1.5644e+10, 2.33872e+08, 5.23997e+09, 5.63295e+09, 2.28455e+06, 1.33497e+06, 3.44431e+11, 4.93932e+11, 0, 27317, 0.00897545
0.000133336, 403.298, 101325, 1.81973e+19, 1.13763e+13, 3.02304e+18, 7.92902e+13, 1.51367e+18, 2.7029e+13, 9.05424e+14, 5.14317e+14, 3.57195e+13, 0, 1.36486e+19, 9.29094e+15, 7.67912e+13, 7.3544e+11, 6.00906e+13, 1.09126e+12, 2.15107e+11, 7.64532e+10, 9.16906e+14, 9.85229e+10, 1.55782e+11, 1.22609e+12, 1.55214e+11, 1.30864e+14, 7.96437e+10, 9.26841e+10, 730039, 1.64378e+06, 6.75605e+10, 1.64657e+11, 4.58878e+09, 3.92557e+11, 1.86932e+11, 3.37891e+09, 1.91226e+09, 1.77706e+09, 2.25794e+10, 3.01136e+09, 1.61272e+10, 2.41096e+08, 5.40181e+09, 5.80534e+09, 2.35478e+06, 1.36721e+06, 3.44442e+11, 5.09189e+11, 0, 28160.8, 0.00925282
0.000133336, 403.298, 101325, 1.81973e+19, 1.15216e+13, 3.02303e+18, 7.93631e+13, 1.51367e+18, 2.70341e+13, 9.05424e+14, 5.14317e+14, 3.57195e+13, 0, 1.36486e+19, 9.29099e+15, 7.67954e+13, 7.35837e+11, 6.01026e+13, 1.09666e+12, 2.1808e+11, 7.8145e+10, 9.16913e+14, 1.00866e+11, 1.60525e+11, 1.26397e+12, 1.59978e+11, 1.30863e+14, 8.21041e+10, 9.55478e+10, 752759, 1.70067e+06, 6.96474e+10, 1.69746e+11, 4.73053e+09, 3.99815e+11, 1.86948e+11, 3.48329e+09, 1.97134e+09, 1.82428e+09, 2.32769e+10, 3.10443e+09, 1.66254e+10, 2.48542e+08, 5.56864e+09, 5.98304e+09, 2.42717e+06, 1.40046e+06, 3.44453e+11, 5.24918e+11, 0, 29030.6, 0.00953875
0.000133336, 403.298, 101325, 1.81973e+19, 1.16714e+13, 3.02303e+18, 7.94382e+13, 1.51367e+18, 2.70394e+13, 9.05423e+14, 5.14316e+14, 3.57195e+13, 0, 1.36486e+19, 9.29103e+15, 7.67996e+13, 7.36247e+11, 6.01149e+13, 1.10224e+12, 2.21146e+11, 7.9889e+10, 9.1692e+14, 1.03282e+11, 1.65414e+11, 1.30302e+12, 1.64889e+11, 1.30863e+14, 8.46404e+10, 9.84999e+10, 776189, 1.75969e+06, 7.17987e+10, 1.74993e+11, 4.87666e+09, 4.07298e+11, 1.86965e+11, 3.5909e+09, 2.03225e+09, 1.87296e+09, 2.39959e+10, 3.20037e+09, 1.71389e+10, 2.56219e+08, 5.74063e+09, 6.16624e+09, 2.50181e+06, 1.43474e+06, 3.44465e+11, 5.41132e+11, 0, 29927.3, 0.00983352
0.000133336, 403.298, 101325, 1.81973e+19, 1.18258e+13, 3.02303e+18, 7.95157e+13, 1.51367e+18, 2.70448e+13, 9.05423e+14, 5.14316e+14, 3.57195e+13, 0, 1.36486e+19, 9.29108e+15, 7.68041e+13, 7.36669e+11, 6.01276e+13, 1.10798e+12, 2.24306e+11, 8.16869e+10, 9.16927e+14, 1.05773e+11, 1.70454e+11, 1.34327e+12, 1.69952e+11, 1.30863e+14, 8.72551e+10, 1.01543e+11, 800354, 1.82095e+06, 7.40165e+10, 1.80401e+11, 5.0273e+09, 4.15011e+11, 1.86982e+11, 3.70182e+09, 2.09504e+09, 1.92314e+09, 2.47371e+10, 3.29928e+09, 1.76683e+10, 2.64133e+08, 5.91792e+09, 6.3551e+09, 2.57875e+06, 1.47008e+06, 3.44477e+11, 5.57847e+11, 0, 30851.7, 0.0101374
