Time(s), T_gas(K), p(Pa), N_gas(#/cm^3), H, H2, O, O2, OH, H2O, HO2, H2O2, AR, HE, H2(v1), H2(v2), H2(v3), O2(v1), O2(v2), O2(v3), O2(v4), O2(A1), O2(B1), O2*, O(1D), O(1S), O3, HE*, HE**, HE2, H^+, H2^+, H3^+, O^+, O2^+, O4^+, OH^+, H2O^+, H3O^+, HE^+, HE2^+, HEH^+, H^-, O^-, O2^-, O3^-, O4^-, OH^-, E, N2, Power_input(W/cm^3), Energy_deposited(mJ/cm^3)
6.66676e-05, 401.284, 101325, 1.82886e+19, 5.90485e+12, 3.04397e+18, 1.25084e+14, 1.52239e+18, 2.45363e+13, 2.78577e+14, 3.00156e+14, 6.6455e+12, 0, 1.37167e+19, 4.28414e+15, 5.5815e+13, 6.24427e+11, 5.78674e+13, 1.09758e+12, 1.55829e+11, 2.96662e+10, 3.98132e+14, 3.12345e+10, 4.7277e+09, 1.25869e+10, 3.45675e+09, 6.24343e+13, 8.16893e+08, 9.36193e+08, 6684.86, 8932.25, 7.17218e+08, 1.62295e+09, 4.73918e+07, 1.59197e+11, 1.9703e+11, 3.33849e+07, 1.61912e+07, 2.95517e+08, 2.36858e+08, 2.8937e+07, 1.70187e+08, 2.47012e+06, 5.73453e+07, 1.44161e+08, 31110.1, 432998, 3.53788e+11, 5.4038e+09, 0, 300.357, 9.24728e-05
6.66676e-05, 401.284, 101325, 1.82886e+19, 5.9064e+12, 3.04397e+18, 1.25085e+14, 1.52239e+18, 2.45364e+13, 2.78577e+14, 3.00156e+14, 6.6455e+12, 0, 1.37167e+19, 4.28414e+15, 5.58151e+13, 6.24431e+11, 5.78675e+13, 1.09764e+12, 1.5586e+11, 2.9684e+10, 3.98133e+14, 3.12588e+10, 4.77773e+09, 1.29932e+10, 3.50759e+09, 6.24343e+13, 8.43312e+08, 9.66836e+08, 6924.06, 9221.41, 7.39504e+08, 1.67737e+09, 4.89254e+07, 1.59274e+11, 1.9703e+11, 3.45314e+07, 1.68165e+07, 2.95868e+08, 2.44344e+08, 2.99341e+07, 1.75515e+08, 2.54774e+06, 5.91252e+07, 1.45977e+08, 31773.9, 433287, 3.53788e+11, 5.57161e+09, 0, 309.685, 9.55228e-05
6.66676e-05, 401.284, 101325, 1.82886e+19, 5.908e+12, 3.04397e+18, 1.25085e+14, 1.52239e+18, 2.45364e+13, 2.78577e+14, 3.00156e+14, 6.6455e+12, 0, 1.37167e+19, 4.28414e+15, 5.58151e+13, 6.24435e+11, 5.78676e+13, 1.09769e+12, 1.55893e+11, 2.97025e+10, 3.98133e+14, 3.12838e+10, 4.82933e+09, 1.34121e+10, 3.56001e+09, 6.24344e+13, 8.70545e+08, 9.98428e+08, 7170.79, 9519.47, 7.62484e+08, 1.73348e+09, 5.05056e+07, 1.59354e+11, 1.9703e+11, 3.57124e+07, 1.74614e+07, 2.96232e+08, 2.5206e+08, 3.0962e+07, 1.81008e+08, 2.62776e+06, 6.09604e+07, 1.47852e+08, 32458.9, 433587, 3.53788e+11, 5.74463e+09, 0, 319.302, 9.86675e-05
6.66676e-05, 401.284, 101325, 1.82886e+19, 5.90964e+12, 3.04397e+18, 1.25086e+14, 1.52239e+18, 2.45365e+13, 2.78577e+14, 3.00156e+14, 6.64551e+12, 0, 1.37167e+19, 4.28414e+15, 5.58151e+13, 6.24439e+11, 5.78677e+13, 1.09775e+12, 1.55926e+11, 2.97215e+10, 3.98133e+14, 3.13097e+10, 4.88255e+09, 1.38439e+10, 3.61406e+09, 6.24344e+13, 8.98618e+08, 1.031e+09, 7425.29, 9826.72, 7.86177e+08, 1.79134e+09, 5.21338e+07, 1.59436e+11, 1.9703e+11, 3.69288e+07, 1.81264e+07, 2.9661e+08, 2.60014e+08, 3.20218e+07, 1.8667e+08, 2.71025e+06, 6.28526e+07, 1.49789e+08, 33165.5, 433898, 3.53788e+11, 5.92303e+09, 0, 329.218, 0.00010191
6.66676e-05, 401.284, 101325, 1.82886e+19, 5.91134e+12, 3.04397e+18, 1.25087e+14, 1.52239e+18, 2.45365e+13, 2.78577e+14, 3.00156e+14, 6.64551e+12, 0, 1.37167e+19, 4.28414e+15, 5.58151e+13, 6.24442e+11, 5.78678e+13, 1.09782e+12, 1.5596e+11, 2.97411e+10, 3.98133e+14, 3.13364e+10, 4.93745e+09, 1.4289e+10, 3.66979e+09, 6.24344e+13, 9.27557e+08, 1.06457e+09, 7687.79, 10143.4, 8.10607e+08, 1.851e+09, 5.38116e+07, 1.59521e+11, 1.97031e+11, 3.81818e+07, 1.88121e+07, 2.97002e+08, 2.68212e+08, 3.31144e+07, 1.92508e+08, 2.79528e+06, 6.48036e+07, 1.51789e+08, 33894.4, 434220, 3.53788e+11, 6.10697e+09, 0, 339.442, 0.000105253
6.66676e-05, 401.284, 101325, 1.82886e+19, 5.91309e+12, 3.04397e+18, 1.25088e+14, 1.52239e+18, 2.45366e+13, 2.78577e+14, 3.00156e+14, 6.64551e+12, 0, 1.37167e+19, 4.28414e+15, 5.58152e+13, 6.24447e+11, 5.78679e+13, 1.09788e+12, 1.55996e+11, 2.97613e+10, 3.98133e+14, 3.1364e+10, 4.99407e+09, 1.47478e+10, 3.72724e+09, 6.24344e+13, 9.57388e+08, 1.09919e+09, 7958.55, 10469.9, 8.35796e+08, 1.91251e+09, 5.55406e+07, 1.59608e+11, 1.97031e+11, 3.94726e+07, 1.95191e+07, 2.97409e+08, 2.76663e+08, 3.42408e+07, 1.98525e+08, 2.88293e+06, 6.68152e+07, 1.53855e+08, 34646.5, 434554, 3.53788e+11, 6.29664e+09, 0, 349.984, 0.0001087
6.66676e-05, 401.284, 101325, 1.82886e+19, 5.9149e+12, 3.04397e+18, 1.25089e+14, 1.52239e+18, 2.45366e+13, 2.78577e+14, 3.00156e+14, 6.64551e+12, 0, 1.37167e+19, 4.28415e+15, 5.58152e+13, 6.24451e+11, 5.78681e+13, 1.09794e+12, 1.56032e+11, 2.97822e+10, 3.98133e+14, 3.13925e+10, 5.05246e+09, 1.52209e+10, 3.78649e+09, 6.24344e+13, 9.88139e+08, 1.13488e+09, 8237.81, 10806.5, 8.61768e+08, 1.97594e+09, 5.73222e+07, 1.59698e+11, 1.97031e+11, 4.08023e+07, 2.0248e+07, 2.97831e+08, 2.85375e+08, 3.54022e+07, 2.04729e+08, 2.97329e+06, 6.88893e+07, 1.55988e+08, 35422.3, 434900, 3.53788e+11, 6.4922e+09, 0, 360.854, 0.000112254
6.66677e-05, 401.284, 101325, 1.82886e+19, 5.91676e+12, 3.04397e+18, 1.2509e+14, 1.52239e+18, 2.45367e+13, 2.78577e+14, 3.00156e+14, 6.64551e+12, 0, 1.37167e+19, 4.28415e+15, 5.58152e+13, 6.24455e+11, 5.78682e+13, 1.09801e+12, 1.5607e+11, 2.98037e+10, 3.98133e+14, 3.14218e+10, 5.11269e+09, 1.57086e+10, 3.84757e+09, 6.24344e+13, 1.01984e+09, 1.17167e+09, 8525.83, 11153.4, 8.88547e+08, 2.04134e+09, 5.91583e+07, 1.59791e+11, 1.97031e+11, 4.21721e+07, 2.09995e+07, 2.98269e+08, 2.94354e+08, 3.65995e+07, 2.11124e+08, 3.06644e+06, 7.10278e+07, 1.58191e+08, 36222.6, 435260, 3.53788e+11, 6.69384e+09, 0, 372.061, 0.000115918
6.66677e-05, 401.284, 101325, 1.82886e+19, 5.91868e+12, 3.04397e+18, 1.25091e+14, 1.52239e+18, 2.45367e+13, 2.78577e+14, 3.00156e+14, 6.64551e+12, 0, 1.37167e+19, 4.28415e+15, 5.58153e+13, 6.2446e+11, 5.78683e+13, 1.09808e+12, 1.56109e+11, 2.98258e+10, 3.98133e+14, 3.14521e+10, 5.17481e+09, 1.62113e+10, 3.91056e+09, 6.24344e+13, 1.05252e+09, 1.20961e+09, 8822.9, 11511.1, 9.16159e+08, 2.10877e+09, 6.10504e+07, 1.59887e+11, 1.97031e+11, 4.35832e+07, 2.17742e+07, 2.98722e+08, 3.03611e+08, 3.78339e+07, 2.17718e+08, 3.16246e+06, 7.32328e+07, 1.60465e+08, 37048.2, 435632, 3.53788e+11, 6.90174e+09, 0, 383.617, 0.000119696
6.66677e-05, 401.284, 101325, 1.82886e+19, 5.92066e+12, 3.04397e+18, 1.25092e+14, 1.52239e+18, 2.45368e+13, 2.78577e+14, 3.00156e+14, 6.64552e+12, 0, 1.37167e+19, 4.28415e+15, 5.58153e+13, 6.24465e+11, 5.78684e+13, 1.09815e+12, 1.56149e+11, 2.98487e+10, 3.98133e+14, 3.14834e+10, 5.23888e+09, 1.67296e+10, 3.9755e+09, 6.24344e+13, 1.08621e+09, 1.24872e+09, 9129.27, 11879.9, 9.44629e+08, 2.1783e+09, 6.30004e+07, 1.59985e+11, 1.97031e+11, 4.5037e+07, 2.25728e+07, 2.99192e+08, 3.13153e+08, 3.91066e+07, 2.24515e+08, 3.26146e+06, 7.55063e+07, 1.62813e+08, 37899.9, 436017, 3.53788e+11, 7.11611e+09, 0, 395.532, 0.000123591
6.66677e-05, 401.284, 101325, 1.82886e+19, 5.9227e+12, 3.04397e+18, 1.25093e+14, 1.52239e+18, 2.45369e+13, 2.78577e+14, 3.00156e+14, 6.64552e+12, 0, 1.37167e+19, 4.28415e+15, 5.58153e+13, 6.24469e+11, 5.78686e+13, 1.09823e+12, 1.5619e+11, 2.98723e+10, 3.98133e+14, 3.15156e+10, 5.30495e+09, 1.72639e+10, 4.04246e+09, 6.24344e+13, 1.12094e+09, 1.28904e+09, 9445.24, 12260, 9.73984e+08, 2.24999e+09, 6.50101e+07, 1.60087e+11, 1.97032e+11, 4.65348e+07, 2.3396e+07, 2.9968e+08, 3.2299e+08, 4.04187e+07, 2.31523e+08, 3.36351e+06, 7.78504e+07, 1.65238e+08, 38778.4, 436417, 3.53788e+11, 7.33714e+09, 0, 407.818, 0.000127608
6.66677e-05, 401.284, 101325, 1.82886e+19, 5.9248e+12, 3.04397e+18, 1.25094e+14, 1.52239e+18, 2.45369e+13, 2.78577e+14, 3.00156e+14, 6.64552e+12, 0, 1.37167e+19, 4.28415e+15, 5.58154e+13, 6.24474e+11, 5.78687e+13, 1.09831e+12, 1.56233e+11, 2.98967e+10, 3.98133e+14, 3.15489e+10, 5.3731e+09, 1.78147e+10, 4.11149e+09, 6.24344e+13, 1.15674e+09, 1.33061e+09, 9771.11, 12651.9, 1.00425e+09, 2.32391e+09, 6.70812e+07, 1.60192e+11, 1.97032e+11, 4.80779e+07, 2.42447e+07, 3.00184e+08, 3.3313e+08, 4.17714e+07, 2.38748e+08, 3.46872e+06, 8.02674e+07, 1.6774e+08, 39684.6, 436831, 3.53788e+11, 7.56505e+09, 0, 420.485, 0.000131749
6.66677e-05, 401.284, 101325, 1.82886e+19, 5.92697e+12, 3.04397e+18, 1.25095e+14, 1.52239e+18, 2.4537e+13, 2.78577e+14, 3.00156e+14, 6.64552e+12, 0, 1.37167e+19, 4.28415e+15, 5.58154e+13, 6.2448e+11, 5.78688e+13, 1.09838e+12, 1.56277e+11, 2.99217e+10, 3.98134e+14, 3.15832e+10, 5.44338e+09, 1.83826e+10, 4.18268e+09, 6.24344e+13, 1.19365e+09, 1.37346e+09, 10107.2, 13056, 1.03546e+09, 2.40013e+09, 6.92159e+07, 1.603e+11, 1.97032e+11, 4.96677e+07, 2.51194e+07, 3.00707e+08, 3.43584e+08, 4.3166e+07, 2.46196e+08, 3.57718e+06, 8.27595e+07, 1.70324e+08, 40619.4, 437260, 3.53788e+11, 7.80003e+09, 0, 433.546, 0.000136019
6.66677e-05, 401.284, 101325, 1.82886e+19, 5.92921e+12, 3.04397e+18, 1.25096e+14, 1.52239e+18, 2.45371e+13, 2.78577e+14, 3.00156e+14, 6.64552e+12, 0, 1.37167e+19, 4.28415e+15, 5.58154e+13, 6.24485e+11, 5.7869e+13, 1.09847e+12, 1.56323e+11, 2.99476e+10, 3.98134e+14, 3.16186e+10, 5.51586e+09, 1.89681e+10, 4.25607e+09, 6.24344e+13, 1.2317e+09, 1.41765e+09, 10453.8, 13472.6, 1.06764e+09, 2.47872e+09, 7.14159e+07, 1.60412e+11, 1.97032e+11, 5.13057e+07, 2.6021e+07, 3.01249e+08, 3.5436e+08, 4.46039e+07, 2.53875e+08, 3.689e+06, 8.5329e+07, 1.72992e+08, 41583.6, 437704, 3.53788e+11, 8.04232e+09, 0, 447.013, 0.000140421
6.66677e-05, 401.284, 101325, 1.82886e+19, 5.93151e+12, 3.04397e+18, 1.25097e+14, 1.52239e+18, 2.45371e+13, 2.78577e+14, 3.00156e+14, 6.64552e+12, 0, 1.37167e+19, 4.28415e+15, 5.58155e+13, 6.24491e+11, 5.78691e+13, 1.09855e+12, 1.56369e+11, 2.99743e+10, 3.98134e+14, 3.16552e+10, 5.59062e+09, 1.95717e+10, 4.33175e+09, 6.24344e+13, 1.27092e+09, 1.4632e+09, 10811.2, 13902.1, 1.10081e+09, 2.55975e+09, 7.36834e+07, 1.60527e+11, 1.97032e+11, 5.29934e+07, 2.69504e+07, 3.01809e+08, 3.6547e+08, 4.60863e+07, 2.61793e+08, 3.80428e+06, 8.79783e+07, 1.75745e+08, 42578.1, 438164, 3.53788e+11, 8.29214e+09, 0, 460.899, 0.000144961
6.66677e-05, 401.284, 101325, 1.82886e+19, 5.93389e+12, 3.04397e+18, 1.25098e+14, 1.52239e+18, 2.45372e+13, 2.78577e+14, 3.00156e+14, 6.64553e+12, 0, 1.37167e+19, 4.28415e+15, 5.58155e+13, 6.24497e+11, 5.78693e+13, 1.09864e+12, 1.56418e+11, 3.00018e+10, 3.98134e+14, 3.16929e+10, 5.66771e+09, 2.01939e+10, 4.40978e+09, 6.24344e+13, 1.31136e+09, 1.51017e+09, 11179.8, 14345, 1.13502e+09, 2.6433e+09, 7.60206e+07, 1.60645e+11, 1.97032e+11, 5.47324e+07, 2.79083e+07, 3.0239e+08, 3.76922e+08, 4.76146e+07, 2.69955e+08, 3.92312e+06, 9.071e+07, 1.78587e+08, 43604, 438640, 3.53788e+11, 8.54973e+09, 0, 475.216, 0.000149641
6.66677e-05, 401.284, 101325, 1.82886e+19, 5.93634e+12, 3.04397e+18, 1.25099e+14, 1.52239e+18, 2.45373e+13, 2.78577e+14, 3.00156e+14, 6.64553e+12, 0, 1.37167e+19, 4.28415e+15, 5.58156e+13, 6.24503e+11, 5.78695e+13, 1.09873e+12, 1.56467e+11, 3.00302e+10, 3.98134e+14, 3.17317e+10, 5.74722e+09, 2.08354e+10, 4.49023e+09, 6.24345e+13, 1.35305e+09, 1.55859e+09, 11559.9, 14801.6, 1.1703e+09, 2.72945e+09, 7.84295e+07, 1.60768e+11, 1.97033e+11, 5.65242e+07, 2.88956e+07, 3.02991e+08, 3.88729e+08, 4.91903e+07, 2.78371e+08, 4.04565e+06, 9.35266e+07, 1.81521e+08, 44662.1, 439133, 3.53788e+11, 8.81532e+09, 0, 489.979, 0.000154466
6.66678e-05, 401.284, 101325, 1.82886e+19, 5.93887e+12, 3.04397e+18, 1.251e+14, 1.52239e+18, 2.45374e+13, 2.78577e+14, 3.00156e+14, 6.64553e+12, 0, 1.37167e+19, 4.28415e+15, 5.58156e+13, 6.24509e+11, 5.78696e+13, 1.09882e+12, 1.56519e+11, 3.00595e+10, 3.98134e+14, 3.17719e+10, 5.82922e+09, 2.14968e+10, 4.57318e+09, 6.24345e+13, 1.39603e+09, 1.60852e+09, 11951.9, 15272.4, 1.20667e+09, 2.81828e+09, 8.09124e+07, 1.60894e+11, 1.97033e+11, 5.83705e+07, 2.99132e+07, 3.03613e+08, 4.00901e+08, 5.08148e+07, 2.87047e+08, 4.17196e+06, 9.64307e+07, 1.84549e+08, 45753.5, 439644, 3.53789e+11, 9.08917e+09, 0, 505.2, 0.000159442
6.66678e-05, 401.284, 101325, 1.82886e+19, 5.94148e+12, 3.04397e+18, 1.25102e+14, 1.52239e+18, 2.45374e+13, 2.78578e+14, 3.00156e+14, 6.64553e+12, 0, 1.37167e+19, 4.28415e+15, 5.58157e+13, 6.24515e+11, 5.78698e+13, 1.09891e+12, 1.56572e+11, 3.00897e+10, 3.98134e+14, 3.18133e+10, 5.91378e+09, 2.21786e+10, 4.65871e+09, 6.24345e+13, 1.44033e+09, 1.65999e+09, 12356.1, 15757.9, 1.24416e+09, 2.90986e+09, 8.34716e+07, 1.61024e+11, 1.97033e+11, 6.02729e+07, 3.09619e+07, 3.04257e+08, 4.13449e+08, 5.24896e+07, 2.95993e+08, 4.30219e+06, 9.9425e+07, 1.87674e+08, 46879.2, 440172, 3.53789e+11, 9.37153e+09, 0, 520.894, 0.000164572
6.66678e-05, 401.284, 101325, 1.82886e+19, 5.94417e+12, 3.04397e+18, 1.25103e+14, 1.52239e+18, 2.45375e+13, 2.78578e+14, 3.00156e+14, 6.64553e+12, 0, 1.37167e+19, 4.28415e+15, 5.58157e+13, 6.24522e+11, 5.787e+13, 1.09901e+12, 1.56626e+11, 3.01208e+10, 3.98134e+14, 3.1856e+10, 6.00099e+09, 2.28816e+10, 4.7469e+09, 6.24345e+13, 1.48601e+09, 1.71306e+09, 12772.9, 16258.4, 1.28283e+09, 3.0043e+09, 8.61096e+07, 1.61158e+11, 1.97033e+11, 6.22333e+07, 3.20429e+07, 3.04924e+08, 4.26386e+08, 5.42163e+07, 3.05216e+08, 4.43645e+06, 1.02512e+08, 1.90899e+08, 48040.3, 440719, 3.53789e+11, 9.66266e+09, 0, 537.076, 0.000169861
6.66678e-05, 401.284, 101325, 1.82886e+19, 5.94694e+12, 3.04397e+18, 1.25104e+14, 1.52239e+18, 2.45376e+13, 2.78578e+14, 3.00156e+14, 6.64553e+12, 0, 1.37167e+19, 4.28415e+15, 5.58158e+13, 6.24529e+11, 5.78702e+13, 1.09911e+12, 1.56683e+11, 3.01529e+10, 3.98134e+14, 3.19e+10, 6.09093e+09, 2.36064e+10, 4.83783e+09, 6.24345e+13, 1.53311e+09, 1.76777e+09, 13202.8, 16774.6, 1.3227e+09, 3.10167e+09, 8.88287e+07, 1.61296e+11, 1.97034e+11, 6.42534e+07, 3.31569e+07, 3.05613e+08, 4.39722e+08, 5.59965e+07, 3.14725e+08, 4.57487e+06, 1.05696e+08, 1.94228e+08, 49237.9, 441285, 3.53789e+11, 9.96285e+09, 0, 553.761, 0.000175315
6.66678e-05, 401.284, 101325, 1.82886e+19, 5.9498e+12, 3.04397e+18, 1.25106e+14, 1.52239e+18, 2.45377e+13, 2.78578e+14, 3.00156e+14, 6.64554e+12, 0, 1.37167e+19, 4.28416e+15, 5.58158e+13, 6.24536e+11, 5.78704e+13, 1.09922e+12, 1.56741e+11, 3.0186e+10, 3.98135e+14, 3.19454e+10, 6.18368e+09, 2.43535e+10, 4.93159e+09, 6.24345e+13, 1.58166e+09, 1.82418e+09, 13646, 17306.8, 1.3638e+09, 3.20207e+09, 9.16316e+07, 1.61439e+11, 1.97034e+11, 6.63351e+07, 3.43051e+07, 3.06326e+08, 4.53472e+08, 5.78319e+07, 3.2453e+08, 4.71758e+06, 1.08978e+08, 1.97664e+08, 50473, 441871, 3.53789e+11, 1.02724e+10, 0, 570.965, 0.000180938
6.66678e-05, 401.284, 101325, 1.82886e+19, 5.95275e+12, 3.04397e+18, 1.25107e+14, 1.52239e+18, 2.45378e+13, 2.78578e+14, 3.00156e+14, 6.64554e+12, 0, 1.37167e+19, 4.28416e+15, 5.58159e+13, 6.24543e+11, 5.78706e+13, 1.09933e+12, 1.56801e+11, 3.02202e+10, 3.98135e+14, 3.19923e+10, 6.27933e+09, 2.51239e+10, 5.02825e+09, 6.24345e+13, 1.63171e+09, 1.88234e+09, 14103.1, 17855.6, 1.40619e+09, 3.30559e+09, 9.45207e+07, 1.61586e+11, 1.97034e+11, 6.84803e+07, 3.54885e+07, 3.07064e+08, 4.67647e+08, 5.97241e+07, 3.34638e+08, 4.86472e+06, 1.12362e+08, 2.01209e+08, 51746.9, 442477, 3.53789e+11, 1.05915e+10, 0, 588.703, 0.000186736
6.66678e-05, 401.284, 101325, 1.82886e+19, 5.95578e+12, 3.04397e+18, 1.25109e+14, 1.52239e+18, 2.45379e+13, 2.78578e+14, 3.00156e+14, 6.64554e+12, 0, 1.37167e+19, 4.28416e+15, 5.5816e+13, 6.24551e+11, 5.78708e+13, 1.09944e+12, 1.56863e+11, 3.02554e+10, 3.98135e+14, 3.20407e+10, 6.37797e+09, 2.59181e+10, 5.12792e+09, 6.24345e+13, 1.68331e+09, 1.9423e+09, 14574.4, 18421.5, 1.44989e+09, 3.41233e+09, 9.74989e+07, 1.61738e+11, 1.97034e+11, 7.0691e+07, 3.67081e+07, 3.07827e+08, 4.82261e+08, 6.1675e+07, 3.4506e+08, 5.01641e+06, 1.15852e+08, 2.04868e+08, 53060.8, 443104, 3.53789e+11, 1.09206e+10, 0, 606.993, 0.000192714
6.66678e-05, 401.284, 101325, 1.82886e+19, 5.95892e+12, 3.04397e+18, 1.2511e+14, 1.52239e+18, 2.4538e+13, 2.78578e+14, 3.00156e+14, 6.64554e+12, 0, 1.37167e+19, 4.28416e+15, 5.5816e+13, 6.24559e+11, 5.7871e+13, 1.09955e+12, 1.56926e+11, 3.02917e+10, 3.98135e+14, 3.20905e+10, 6.47969e+09, 2.67369e+10, 5.23069e+09, 6.24345e+13, 1.73651e+09, 2.00413e+09, 15060.4, 19005.1, 1.49494e+09, 3.52239e+09, 1.00569e+08, 1.61894e+11, 1.97035e+11, 7.29693e+07, 3.7965e+07, 3.08616e+08, 4.97328e+08, 6.36864e+07, 3.55806e+08, 5.1728e+06, 1.1945e+08, 2.08644e+08, 54415.8, 443753, 3.53789e+11, 1.12598e+10, 0, 625.851, 0.000198878
6.66678e-05, 401.284, 101325, 1.82886e+19, 5.96215e+12, 3.04397e+18, 1.25112e+14, 1.52239e+18, 2.45381e+13, 2.78578e+14, 3.00156e+14, 6.64554e+12, 0, 1.37167e+19, 4.28416e+15, 5.58161e+13, 6.24567e+11, 5.78713e+13, 1.09967e+12, 1.56992e+11, 3.03291e+10, 3.98135e+14, 3.2142e+10, 6.5846e+09, 2.75811e+10, 5.33666e+09, 6.24345e+13, 1.79136e+09, 2.06787e+09, 15561.6, 19606.9, 1.5414e+09, 3.63586e+09, 1.03734e+08, 1.62055e+11, 1.97035e+11, 7.53172e+07, 3.92604e+07, 3.09432e+08, 5.12861e+08, 6.57601e+07, 3.66885e+08, 5.33404e+06, 1.23159e+08, 2.1254e+08, 55813.4, 444424, 3.53789e+11, 1.16097e+10, 0, 645.295, 0.000205233
6.66678e-05, 401.284, 101325, 1.82886e+19, 5.96548e+12, 3.04397e+18, 1.25113e+14, 1.52239e+18, 2.45382e+13, 2.78578e+14, 3.00156e+14, 6.64554e+12, 0, 1.37167e+19, 4.28416e+15, 5.58162e+13, 6.24576e+11, 5.78715e+13, 1.09979e+12, 1.5706e+11, 3.03678e+10, 3.98135e+14, 3.21951e+10, 6.69278e+09, 2.84515e+10, 5.44591e+09, 6.24345e+13, 1.84791e+09, 2.13359e+09, 16078.4, 20227.4, 1.58931e+09, 3.75287e+09, 1.06996e+08, 1.62221e+11, 1.97035e+11, 7.77369e+07, 4.05955e+07, 3.10275e+08, 5.28875e+08, 6.78981e+07, 3.78308e+08, 5.50028e+06, 1.26984e+08, 2.1656e+08, 57254.7, 445118, 3.5379e+11, 1.19704e+10, 0, 665.344, 0.000211786
6.66679e-05, 401.284, 101325, 1.82886e+19, 5.96892e+12, 3.04397e+18, 1.25115e+14, 1.52239e+18, 2.45383e+13, 2.78578e+14, 3.00156e+14, 6.64555e+12, 0, 1.37167e+19, 4.28416e+15, 5.58162e+13, 6.24584e+11, 5.78717e+13, 1.09992e+12, 1.5713e+11, 3.04076e+10, 3.98136e+14, 3.22498e+10, 6.80434e+09, 2.93488e+10, 5.55856e+09, 6.24345e+13, 1.9062e+09, 2.20134e+09, 16611.2, 20867.4, 1.6387e+09, 3.87351e+09, 1.10359e+08, 1.62393e+11, 1.97036e+11, 8.02307e+07, 4.19714e+07, 3.11147e+08, 5.45386e+08, 7.01023e+07, 3.90086e+08, 5.67168e+06, 1.30928e+08, 2.20708e+08, 58741.3, 445837, 3.5379e+11, 1.23423e+10, 0, 686.016, 0.000218542
6.66679e-05, 401.284, 101325, 1.82886e+19, 5.97246e+12, 3.04397e+18, 1.25117e+14, 1.52239e+18, 2.45384e+13, 2.78578e+14, 3.00156e+14, 6.64555e+12, 0, 1.37167e+19, 4.28416e+15, 5.58163e+13, 6.24593e+11, 5.7872e+13, 1.10005e+12, 1.57202e+11, 3.04486e+10, 3.98136e+14, 3.23063e+10, 6.91939e+09, 3.02739e+10, 5.67471e+09, 6.24345e+13, 1.96631e+09, 2.2712e+09, 17160.7, 21527.4, 1.68963e+09, 3.9979e+09, 1.13825e+08, 1.62569e+11, 1.97036e+11, 8.28009e+07, 4.33895e+07, 3.12049e+08, 5.62408e+08, 7.23749e+07, 4.02229e+08, 5.84839e+06, 1.34994e+08, 2.24989e+08, 60274.4, 446579, 3.5379e+11, 1.27257e+10, 0, 707.33, 0.000225508
6.66679e-05, 401.284, 101325, 1.82886e+19, 5.97611e+12, 3.04397e+18, 1.25119e+14, 1.52239e+18, 2.45386e+13, 2.78578e+14, 3.00156e+14, 6.64555e+12, 0, 1.37167e+19, 4.28416e+15, 5.58164e+13, 6.24603e+11, 5.78723e+13, 1.10018e+12, 1.57276e+11, 3.0491e+10, 3.98136e+14, 3.23645e+10, 7.03802e+09, 3.12278e+10, 5.79447e+09, 6.24345e+13, 2.02827e+09, 2.34323e+09, 17727.3, 22208, 1.74214e+09, 4.12616e+09, 1.17399e+08, 1.62752e+11, 1.97036e+11, 8.54497e+07, 4.48509e+07, 3.1298e+08, 5.79958e+08, 7.47179e+07, 4.1475e+08, 6.03058e+06, 1.39187e+08, 2.29405e+08, 61855.5, 447347, 3.5379e+11, 1.31211e+10, 0, 729.307, 0.000232691
6.66679e-05, 401.284, 101325, 1.82886e+19, 5.97988e+12, 3.04397e+18, 1.25121e+14, 1.52239e+18, 2.45387e+13, 2.78578e+14, 3.00156e+14, 6.64555e+12, 0, 1.37167e+19, 4.28416e+15, 5.58165e+13, 6.24612e+11, 5.78725e+13, 1.10032e+12, 1.57353e+11, 3.05346e+10, 3.98136e+14, 3.24246e+10, 7.16037e+09, 3.22112e+10, 5.91796e+09, 6.24346e+13, 2.09216e+09, 2.41749e+09, 18311.5, 22910, 1.79628e+09, 4.25841e+09, 1.21083e+08, 1.62939e+11, 1.97037e+11, 8.81798e+07, 4.63571e+07, 3.13943e+08, 5.98052e+08, 7.71336e+07, 4.27659e+08, 6.21842e+06, 1.4351e+08, 2.33962e+08, 63486.1, 448141, 3.5379e+11, 1.35288e+10, 0, 751.966, 0.000240097
6.66679e-05, 401.284, 101325, 1.82886e+19, 5.98376e+12, 3.04397e+18, 1.25122e+14, 1.52239e+18, 2.45388e+13, 2.78578e+14, 3.00156e+14, 6.64555e+12, 0, 1.37167e+19, 4.28417e+15, 5.58166e+13, 6.24622e+11, 5.78728e+13, 1.10046e+12, 1.57432e+11, 3.05797e+10, 3.98136e+14, 3.24865e+10, 7.28653e+09, 3.3225e+10, 6.04528e+09, 6.24346e+13, 2.15803e+09, 2.49406e+09, 18913.9, 23633.9, 1.8521e+09, 4.39476e+09, 1.24881e+08, 1.63133e+11, 1.97037e+11, 9.09937e+07, 4.79095e+07, 3.14939e+08, 6.16707e+08, 7.96241e+07, 4.40969e+08, 6.41209e+06, 1.47968e+08, 2.38664e+08, 65167.8, 448962, 3.53791e+11, 1.39491e+10, 0, 775.33, 0.000247733
