Time(s), T_gas(K), N_gas(#/cm^3), E, H2, O2, H, O, OH, O2(A1)
0.000233336, 406.38, 1.80593e+19, 8.90284e+11, 2.99327e+18, 1.50073e+18, 1.35712e+13, 4.77491e+13, 1.9995e+13, 1.63782e+15
0.000233336, 406.38, 1.80593e+19, 9.02543e+11, 2.99327e+18, 1.50073e+18, 1.36844e+13, 4.78059e+13, 1.9999e+13, 1.63782e+15
0.000233336, 406.38, 1.80593e+19, 9.148e+11, 2.99327e+18, 1.50073e+18, 1.37975e+13, 4.78628e+13, 2.0003e+13, 1.63783e+15
0.000233336, 406.38, 1.80593e+19, 9.27056e+11, 2.99327e+18, 1.50073e+18, 1.39106e+13, 4.79196e+13, 2.00069e+13, 1.63783e+15
0.000233336, 406.381, 1.80593e+19, 9.39311e+11, 2.99327e+18, 1.50073e+18, 1.40237e+13, 4.79764e+13, 2.00109e+13, 1.63784e+15
0.000233336, 406.381, 1.80593e+19, 9.51565e+11, 2.99327e+18, 1.50073e+18, 1.41368e+13, 4.80332e+13, 2.00149e+13, 1.63784e+15
0.000233336, 406.381, 1.80593e+19, 9.63817e+11, 2.99327e+18, 1.50073e+18, 1.42498e+13, 4.80901e+13, 2.00189e+13, 1.63785e+15
0.000233336, 406.381, 1.80593e+19, 9.76068e+11, 2.99327e+18, 1.50073e+18, 1.43629e+13, 4.81469e+13, 2.00229e+13, 1.63785e+15
0.000233336, 406.381, 1.80593e+19, 9.88317e+11, 2.99327e+18, 1.50073e+18, 1.44759e+13, 4.82037e+13, 2.00268e+13, 1.63786e+15
0.000233336, 406.381, 1.80593e+19, 1.00057e+12, 2.99326e+18, 1.50073e+18, 1.4589e+13, 4.82605e+13, 2.00308e+13, 1.63786e+15
0.000233336, 406.381, 1.80593e+19, 1.01281e+12, 2.99326e+18, 1.50073e+18, 1.4702e+13, 4.83173e+13, 2.00348e+13, 1.63787e+15
0.000233336, 406.381, 1.80592e+19, 1.02506e+12, 2.99326e+18, 1.50073e+18, 1.4815e+13, 4.83741e+13, 2.00388e+13, 1.63787e+15
0.000233336, 406.381, 1.80592e+19, 1.0373e+12, 2.99326e+18, 1.50073e+18, 1.4928e+13, 4.84309e+13, 2.00428e+13, 1.63788e+15
0.000233336, 406.381, 1.80592e+19, 1.04955e+12, 2.99326e+18, 1.50073e+18, 1.5041e+13, 4.84876e+13, 2.00467e+13, 1.63788e+15
0.000233336, 406.382, 1.80592e+19, 1.06179e+12, 2.99326e+18, 1.50073e+18, 1.5154e+13, 4.85444e+13, 2.00507e+13, 1.63789e+15
0.000233336, 406.382, 1.80592e+19, 1.07403e+12, 2.99326e+18, 1.50073e+18, 1.52669e+13, 4.86012e+13, 2.00547e+13, 1.63789e+15
0.000233336, 406.382, 1.80592e+19, 1.08627e+12, 2.99326e+18, 1.50073e+18, 1.53799e+13, 4.86579e+13, 2.00587e+13, 1.6379e+15
0.000233336, 406.382, 1.80592e+19, 1.09851e+12, 2.99326e+18, 1.50072e+18, 1.54928e+13, 4.87147e+13, 2.00627e+13, 1.6379e+15
0.000233336, 406.382, 1.80592e+19, 1.11074e+12, 2.99326e+18, 1.50072e+18, 1.56058e+13, 4.87715e+13, 2.00666e+13, 1.63791e+15
0.000233336, 406.382, 1.80592e+19, 1.12298e+12, 2.99326e+18, 1.50072e+18, 1.57187e+13, 4.88282e+13, 2.00706e+13, 1.63791e+15
0.000233336, 406.382, 1.80592e+19, 1.13522e+12, 2.99325e+18, 1.50072e+18, 1.58316e+13, 4.88849e+13, 2.00746e+13, 1.63792e+15
0.000233336, 406.382, 1.80592e+19, 1.14745e+12, 2.99325e+18, 1.50072e+18, 1.59445e+13, 4.89417e+13, 2.00786e+13, 1.63792e+15
0.000233336, 406.382, 1.80592e+19, 1.15968e+12, 2.99325e+18, 1.50072e+18, 1.60574e+13, 4.89984e+13, 2.00825e+13, 1.63793e+15
0.000233336, 406.382, 1.80592e+19, 1.17191e+12, 2.99325e+18, 1.50072e+18, 1.61703e+13, 4.90551e+13, 2.00865e+13, 1.63793e+15
0.000233336, 406.383, 1.80592e+19, 1.18414e+12, 2.99325e+18, 1.50072e+18, 1.62832e+13, 4.91119e+13, 2.00905e+13, 1.63794e+15
0.000233336, 406.383, 1.80592e+19, 1.19637e+12, 2.99325e+18, 1.50072e+18, 1.6396e+13, 4.91686e+13, 2.00945e+13, 1.63794e+15
0.000233336, 406.383, 1.80592e+19, 1.2086e+12, 2.99325e+18, 1.50072e+18, 1.65089e+13, 4.92253e+13, 2.00984e+13, 1.63795e+15
0.000233336, 406.383, 1.80592e+19, 1.22083e+12, 2.99325e+18, 1.50072e+18, 1.66217e+13, 4.9282e+13, 2.01024e+13, 1.63795e+15
0.000233336, 406.383, 1.80592e+19, 1.23306e+12, 2.99325e+18, 1.50072e+18, 1.67345e+13, 4.93387e+13, 2.01064e+13, 1.63796e+15
0.000233336, 406.383, 1.80592e+19, 1.24528e+12, 2.99325e+18, 1.50072e+18, 1.68474e+13, 4.93954e+13, 2.01104e+13, 1.63796e+15
0.000233336, 406.383, 1.80592e+19, 1.25751e+12, 2.99325e+18, 1.50072e+18, 1.69602e+13, 4.94521e+13, 2.01143e+13, 1.63797e+15
0.000233336, 406.383, 1.80592e+19, 1.26973e+12, 2.99325e+18, 1.50072e+18, 1.7073e+13, 4.95088e+13, 2.01183e+13, 1.63797e+15
0.000233336, 406.383, 1.80592e+19, 1.28195e+12, 2.99324e+18, 1.50072e+18, 1.71858e+13, 4.95655e+13, 2.01223e+13, 1.63798e+15
0.000233336, 406.383, 1.80592e+19, 1.29417e+12, 2.99324e+18, 1.50072e+18, 1.72986e+13, 4.96221e+13, 2.01263e+13, 1.63798e+15
0.000233336, 406.384, 1.80591e+19, 1.30639e+12, 2.99324e+18, 1.50072e+18, 1.74113e+13, 4.96788e+13, 2.01302e+13, 1.63799e+15
0.000233336, 406.384, 1.80591e+19, 1.31861e+12, 2.99324e+18, 1.50072e+18, 1.75241e+13, 4.97355e+13, 2.01342e+13, 1.63799e+15
0.000233336, 406.384, 1.80591e+19, 1.33083e+12, 2.99324e+18, 1.50072e+18, 1.76369e+13, 4.97922e+13, 2.01382e+13, 1.638e+15
0.000233336, 406.384, 1.80591e+19, 1.34305e+12, 2.99324e+18, 1.50072e+18, 1.77496e+13, 4.98488e+13, 2.01422e+13, 1.638e+15
0.000233336, 406.384, 1.80591e+19, 1.35527e+12, 2.99324e+18, 1.50071e+18, 1.78624e+13, 4.99055e+13, 2.01461e+13, 1.63801e+15
0.000233336, 406.384, 1.80591e+19, 1.36748e+12, 2.99324e+18, 1.50071e+18, 1.79751e+13, 4.99621e+13, 2.01501e+13, 1.63801e+15
0.000233336, 406.384, 1.80591e+19, 1.3797e+12, 2.99324e+18, 1.50071e+18, 1.80878e+13, 5.00188e+13, 2.01541e+13, 1.63802e+15
0.000233336, 406.384, 1.80591e+19, 1.39191e+12, 2.99324e+18, 1.50071e+18, 1.82005e+13, 5.00754e+13, 2.0158e+13, 1.63802e+15
0.000233336, 406.384, 1.80591e+19, 1.40412e+12, 2.99324e+18, 1.50071e+18, 1.83132e+13, 5.01321e+13, 2.0162e+13, 1.63803e+15
0.000233336, 406.384, 1.80591e+19, 1.41633e+12, 2.99323e+18, 1.50071e+18, 1.84259e+13, 5.01887e+13, 2.0166e+13, 1.63803e+15
0.000233336, 406.385, 1.80591e+19, 1.42855e+12, 2.99323e+18, 1.50071e+18, 1.85386e+13, 5.02453e+13, 2.01699e+13, 1.63804e+15
0.000233336, 406.385, 1.80591e+19, 1.44076e+12, 2.99323e+18, 1.50071e+18, 1.86513e+13, 5.0302e+13, 2.01739e+13, 1.63804e+15
0.000233336, 406.385, 1.80591e+19, 1.45297e+12, 2.99323e+18, 1.50071e+18, 1.8764e+13, 5.03586e+13, 2.01779e+13, 1.63805e+15
0.000233336, 406.385, 1.80591e+19, 1.46517e+12, 2.99323e+18, 1.50071e+18, 1.88767e+13, 5.04152e+13, 2.01819e+13, 1.63805e+15
0.000233336, 406.385, 1.80591e+19, 1.47738e+12, 2.99323e+18, 1.50071e+18, 1.89893e+13, 5.04718e+13, 2.01858e+13, 1.63806e+15
0.000233336, 406.385, 1.80591e+19, 1.48959e+12, 2.99323e+18, 1.50071e+18, 1.9102e+13, 5.05284e+13, 2.01898e+13, 1.63806e+15
0.000233336, 406.385, 1.80591e+19, 1.50179e+12, 2.99323e+18, 1.50071e+18, 1.92146e+13, 5.0585e+13, 2.01938e+13, 1.63807e+15
0.000233336, 406.385, 1.80591e+19, 1.514e+12, 2.99323e+18, 1.50071e+18, 1.93272e+13, 5.06416e+13, 2.01977e+13, 1.63807e+15
0.000233336, 406.385, 1.80591e+19, 1.5262e+12, 2.99323e+18, 1.50071e+18, 1.94399e+13, 5.06982e+13, 2.02017e+13, 1.63808e+15
0.000233336, 406.385, 1.80591e+19, 1.53841e+12, 2.99323e+18, 1.50071e+18, 1.95525e+13, 5.07548e+13, 2.02057e+13, 1.63808e+15
0.000233336, 406.386, 1.80591e+19, 1.55061e+12, 2.99323e+18, 1.50071e+18, 1.96651e+13, 5.08114e+13, 2.02096e+13, 1.63809e+15
0.000233336, 406.386, 1.80591e+19, 1.56281e+12, 2.99322e+18, 1.50071e+18, 1.97777e+13, 5.0868e+13, 2.02136e+13, 1.63809e+15
0.000233336, 406.386, 1.8059e+19, 1.57501e+12, 2.99322e+18, 1.50071e+18, 1.98903e+13, 5.09246e+13, 2.02176e+13, 1.6381e+15
0.000233336, 406.386, 1.8059e+19, 1.58721e+12, 2.99322e+18, 1.50071e+18, 2.00029e+13, 5.09812e+13, 2.02215e+13, 1.6381e+15
0.000233336, 406.386, 1.8059e+19, 1.59941e+12, 2.99322e+18, 1.50071e+18, 2.01155e+13, 5.10378e+13, 2.02255e+13, 1.63811e+15
0.000233336, 406.386, 1.8059e+19, 1.61161e+12, 2.99322e+18, 1.50071e+18, 2.02281e+13, 5.10943e+13, 2.02295e+13, 1.63811e+15
0.000233336, 406.386, 1.8059e+19, 1.62381e+12, 2.99322e+18, 1.5007e+18, 2.03406e+13, 5.11509e+13, 2.02334e+13, 1.63812e+15
0.000233336, 406.386, 1.8059e+19, 1.636e+12, 2.99322e+18, 1.5007e+18, 2.04532e+13, 5.12075e+13, 2.02374e+13, 1.63812e+15
0.000233336, 406.386, 1.8059e+19, 1.6482e+12, 2.99322e+18, 1.5007e+18, 2.05657e+13, 5.1264e+13, 2.02414e+13, 1.63813e+15
0.000233336, 406.386, 1.8059e+19, 1.6604e+12, 2.99322e+18, 1.5007e+18, 2.06783e+13, 5.13206e+13, 2.02453e+13, 1.63813e+15
0.000233336, 406.387, 1.8059e+19, 1.67259e+12, 2.99322e+18, 1.5007e+18, 2.07908e+13, 5.13772e+13, 2.02493e+13, 1.63814e+15
0.000233336, 406.387, 1.8059e+19, 1.68478e+12, 2.99322e+18, 1.5007e+18, 2.09033e+13, 5.14337e+13, 2.02533e+13, 1.63814e+15
0.000233336, 406.387, 1.8059e+19, 1.69698e+12, 2.99321e+18, 1.5007e+18, 2.10159e+13, 5.14903e+13, 2.02572e+13, 1.63815e+15
0.000233336, 406.387, 1.8059e+19, 1.70917e+12, 2.99321e+18, 1.5007e+18, 2.11284e+13, 5.15468e+13, 2.02612e+13, 1.63815e+15
0.000233336, 406.387, 1.8059e+19, 1.72136e+12, 2.99321e+18, 1.5007e+18, 2.12409e+13, 5.16034e+13, 2.02651e+13, 1.63816e+15
0.000233336, 406.387, 1.8059e+19, 1.73355e+12, 2.99321e+18, 1.5007e+18, 2.13534e+13, 5.16599e+13, 2.02691e+13, 1.63817e+15
0.000233336, 406.387, 1.8059e+19, 1.74574e+12, 2.99321e+18, 1.5007e+18, 2.14659e+13, 5.17164e+13, 2.02731e+13, 1.63817e+15
0.000233336, 406.387, 1.8059e+19, 1.75793e+12, 2.99321e+18, 1.5007e+18, 2.15784e+13, 5.1773e+13, 2.0277e+13, 1.63818e+15
0.000233336, 406.387, 1.8059e+19, 1.77012e+12, 2.99321e+18, 1.5007e+18, 2.16909e+13, 5.18295e+13, 2.0281e+13, 1.63818e+15
0.000233336, 406.388, 1.8059e+19, 1.78231e+12, 2.99321e+18, 1.5007e+18, 2.18034e+13, 5.1886e+13, 2.0285e+13, 1.63819e+15
0.000233336, 406.388, 1.8059e+19, 1.79449e+12, 2.99321e+18, 1.5007e+18, 2.19158e+13, 5.19425e+13, 2.02889e+13, 1.63819e+15
0.000233336, 406.388, 1.8059e+19, 1.80668e+12, 2.99321e+18, 1.5007e+18, 2.20283e+13, 5.19991e+13, 2.02929e+13, 1.6382e+15
0.000233336, 406.388, 1.8059e+19, 1.81887e+12, 2.99321e+18, 1.5007e+18, 2.21408e+13, 5.20556e+13, 2.02969e+13, 1.6382e+15
0.000233336, 406.388, 1.8059e+19, 1.83105e+12, 2.99321e+18, 1.5007e+18, 2.22532e+13, 5.21121e+13, 2.03008e+13, 1.63821e+15
0.000233336, 406.388, 1.80589e+19, 1.84324e+12, 2.9932e+18, 1.5007e+18, 2.23657e+13, 5.21686e+13, 2.03048e+13, 1.63821e+15
0.000233336, 406.388, 1.80589e+19, 1.85542e+12, 2.9932e+18, 1.5007e+18, 2.24781e+13, 5.22251e+13, 2.03087e+13, 1.63822e+15
0.000233336, 406.388, 1.80589e+19, 1.8676e+12, 2.9932e+18, 1.5007e+18, 2.25905e+13, 5.22816e+13, 2.03127e+13, 1.63822e+15
0.000233336, 406.388, 1.80589e+19, 1.87979e+12, 2.9932e+18, 1.50069e+18, 2.27029e+13, 5.23381e+13, 2.03167e+13, 1.63823e+15
0.000233336, 406.388, 1.80589e+19, 1.89197e+12, 2.9932e+18, 1.50069e+18, 2.28154e+13, 5.23946e+13, 2.03206e+13, 1.63823e+15
0.000233336, 406.389, 1.80589e+19, 1.90415e+12, 2.9932e+18, 1.50069e+18, 2.29278e+13, 5.24511e+13, 2.03246e+13, 1.63824e+15
0.000233336, 406.389, 1.80589e+19, 1.91633e+12, 2.9932e+18, 1.50069e+18, 2.30402e+13, 5.25076e+13, 2.03285e+13, 1.63824e+15
0.000233336, 406.389, 1.80589e+19, 1.92851e+12, 2.9932e+18, 1.50069e+18, 2.31526e+13, 5.25641e+13, 2.03325e+13, 1.63825e+15
0.000233336, 406.389, 1.80589e+19, 1.94069e+12, 2.9932e+18, 1.50069e+18, 2.3265e+13, 5.26206e+13, 2.03365e+13, 1.63825e+15
0.000233336, 406.389, 1.80589e+19, 1.95287e+12, 2.9932e+18, 1.50069e+18, 2.33774e+13, 5.26771e+13, 2.03404e+13, 1.63826e+15
0.000233336, 406.389, 1.80589e+19, 1.96504e+12, 2.9932e+18, 1.50069e+18, 2.34898e+13, 5.27335e+13, 2.03444e+13, 1.63826e+15
0.000233336, 406.389, 1.80589e+19, 1.97722e+12, 2.99319e+18, 1.50069e+18, 2.36021e+13, 5.279e+13, 2.03483e+13, 1.63827e+15
0.000233336, 406.389, 1.80589e+19, 1.9894e+12, 2.99319e+18, 1.50069e+18, 2.37145e+13, 5.28465e+13, 2.03523e+13, 1.63827e+15
0.000233336, 406.389, 1.80589e+19, 2.00157e+12, 2.99319e+18, 1.50069e+18, 2.38269e+13, 5.2903e+13, 2.03563e+13, 1.63828e+15
0.000233336, 406.389, 1.80589e+19, 2.01375e+12, 2.99319e+18, 1.50069e+18, 2.39392e+13, 5.29594e+13, 2.03602e+13, 1.63828e+15
0.000233336, 406.39, 1.80589e+19, 2.02592e+12, 2.99319e+18, 1.50069e+18, 2.40516e+13, 5.30159e+13, 2.03642e+13, 1.63829e+15
0.000233336, 406.39, 1.80589e+19, 2.0381e+12, 2.99319e+18, 1.50069e+18, 2.41639e+13, 5.30724e+13, 2.03681e+13, 1.63829e+15
0.000233336, 406.39, 1.80589e+19, 2.05027e+12, 2.99319e+18, 1.50069e+18, 2.42763e+13, 5.31288e+13, 2.03721e+13, 1.6383e+15
0.000233336, 406.39, 1.80589e+19, 2.06244e+12, 2.99319e+18, 1.50069e+18, 2.43886e+13, 5.31853e+13, 2.03761e+13, 1.6383e+15
0.000233336, 406.39, 1.80589e+19, 2.07462e+12, 2.99319e+18, 1.50069e+18, 2.4501e+13, 5.32417e+13, 2.038e+13, 1.63831e+15
0.000233336, 406.39, 1.80589e+19, 2.08679e+12, 2.99319e+18, 1.50069e+18, 2.46133e+13, 5.32982e+13, 2.0384e+13, 1.63831e+15
0.000233336, 406.39, 1.80589e+19, 2.09896e+12, 2.99319e+18, 1.50069e+18, 2.47256e+13, 5.33546e+13, 2.03879e+13, 1.63832e+15
0.000233336, 406.39, 1.80588e+19, 2.11113e+12, 2.99319e+18, 1.50069e+18, 2.48379e+13, 5.34111e+13, 2.03919e+13, 1.63832e+15
0.000233336, 406.39, 1.80588e+19, 2.1233e+12, 2.99318e+18, 1.50069e+18, 2.49502e+13, 5.34675e+13, 2.03958e+13, 1.63833e+15
0.000233336, 406.39, 1.80588e+19, 2.13547e+12, 2.99318e+18, 1.50069e+18, 2.50625e+13, 5.35239e+13, 2.03998e+13, 1.63833e+15
0.000233336, 406.391, 1.80588e+19, 2.14764e+12, 2.99318e+18, 1.50068e+18, 2.51748e+13, 5.35804e+13, 2.04038e+13, 1.63834e+15
0.000233337, 406.391, 1.80588e+19, 2.1598e+12, 2.99318e+18, 1.50068e+18, 2.52871e+13, 5.36368e+13, 2.04077e+13, 1.63834e+15
0.000233337, 406.391, 1.80588e+19, 2.17197e+12, 2.99318e+18, 1.50068e+18, 2.53994e+13, 5.36932e+13, 2.04117e+13, 1.63835e+15
0.000233337, 406.391, 1.80588e+19, 2.18414e+12, 2.99318e+18, 1.50068e+18, 2.55117e+13, 5.37497e+13, 2.04156e+13, 1.63835e+15
0.000233337, 406.391, 1.80588e+19, 2.1963e+12, 2.99318e+18, 1.50068e+18, 2.5624e+13, 5.38061e+13, 2.04196e+13, 1.63836e+15
0.000233337, 406.391, 1.80588e+19, 2.20847e+12, 2.99318e+18, 1.50068e+18, 2.57362e+13, 5.38625e+13, 2.04235e+13, 1.63836e+15
0.000233337, 406.391, 1.80588e+19, 2.22063e+12, 2.99318e+18, 1.50068e+18, 2.58485e+13, 5.39189e+13, 2.04275e+13, 1.63837e+15
0.000233337, 406.391, 1.80588e+19, 2.2328e+12, 2.99318e+18, 1.50068e+18, 2.59608e+13, 5.39754e+13, 2.04315e+13, 1.63837e+15
0.000233337, 406.391, 1.80588e+19, 2.24496e+12, 2.99318e+18, 1.50068e+18, 2.6073e+13, 5.40318e+13, 2.04354e+13, 1.63838e+15
0.000233337, 406.391, 1.80588e+19, 2.25713e+12, 2.99317e+18, 1.50068e+18, 2.61853e+13, 5.40882e+13, 2.04394e+13, 1.63838e+15
0.000233337, 406.392, 1.80588e+19, 2.26929e+12, 2.99317e+18, 1.50068e+18, 2.62975e+13, 5.41446e+13, 2.04433e+13, 1.63839e+15
0.000233337, 406.392, 1.80588e+19, 2.28145e+12, 2.99317e+18, 1.50068e+18, 2.64097e+13, 5.4201e+13, 2.04473e+13, 1.63839e+15
0.000233337, 406.392, 1.80588e+19, 2.29361e+12, 2.99317e+18, 1.50068e+18, 2.6522e+13, 5.42574e+13, 2.04512e+13, 1.6384e+15
0.000233337, 406.392, 1.80588e+19, 2.30577e+12, 2.99317e+18, 1.50068e+18, 2.66342e+13, 5.43138e+13, 2.04552e+13, 1.6384e+15
0.000233337, 406.392, 1.80588e+19, 2.31793e+12, 2.99317e+18, 1.50068e+18, 2.67464e+13, 5.43702e+13, 2.04591e+13, 1.63841e+15
0.000233337, 406.392, 1.80588e+19, 2.33009e+12, 2.99317e+18, 1.50068e+18, 2.68587e+13, 5.44266e+13, 2.04631e+13, 1.63841e+15
0.000233337, 406.392, 1.80588e+19, 2.34225e+12, 2.99317e+18, 1.50068e+18, 2.69709e+13, 5.4483e+13, 2.04671e+13, 1.63842e+15
0.000233337, 406.392, 1.80588e+19, 2.35441e+12, 2.99317e+18, 1.50068e+18, 2.70831e+13, 5.45394e+13, 2.0471e+13, 1.63842e+15
0.000233337, 406.392, 1.80588e+19, 2.36657e+12, 2.99317e+18, 1.50068e+18, 2.71953e+13, 5.45958e+13, 2.0475e+13, 1.63843e+15
0.000233337, 406.392, 1.80587e+19, 2.37873e+12, 2.99317e+18, 1.50068e+18, 2.73075e+13, 5.46522e+13, 2.04789e+13, 1.63843e+15
0.000233337, 406.393, 1.80587e+19, 2.39088e+12, 2.99317e+18, 1.50068e+18, 2.74197e+13, 5.47086e+13, 2.04829e+13, 1.63844e+15
0.000233337, 406.393, 1.80587e+19, 2.40304e+12, 2.99316e+18, 1.50068e+18, 2.75319e+13, 5.4765e+13, 2.04868e+13, 1.63844e+15
0.000233337, 406.393, 1.80587e+19, 2.4152e+12, 2.99316e+18, 1.50067e+18, 2.76441e+13, 5.48213e+13, 2.04908e+13, 1.63845e+15
0.000233337, 406.393, 1.80587e+19, 2.42735e+12, 2.99316e+18, 1.50067e+18, 2.77562e+13, 5.48777e+13, 2.04947e+13, 1.63845e+15
0.000233337, 406.393, 1.80587e+19, 2.43951e+12, 2.99316e+18, 1.50067e+18, 2.78684e+13, 5.49341e+13, 2.04987e+13, 1.63846e+15
0.000233337, 406.393, 1.80587e+19, 2.45166e+12, 2.99316e+18, 1.50067e+18, 2.79806e+13, 5.49905e+13, 2.05026e+13, 1.63846e+15
0.000233337, 406.393, 1.80587e+19, 2.46382e+12, 2.99316e+18, 1.50067e+18, 2.80927e+13, 5.50468e+13, 2.05066e+13, 1.63847e+15
0.000233337, 406.393, 1.80587e+19, 2.47597e+12, 2.99316e+18, 1.50067e+18, 2.82049e+13, 5.51032e+13, 2.05105e+13, 1.63847e+15
0.000233337, 406.393, 1.80587e+19, 2.48812e+12, 2.99316e+18, 1.50067e+18, 2.83171e+13, 5.51596e+13, 2.05145e+13, 1.63848e+15
0.000233337, 406.393, 1.80587e+19, 2.50028e+12, 2.99316e+18, 1.50067e+18, 2.84292e+13, 5.52159e+13, 2.05184e+13, 1.63848e+15
0.000233337, 406.394, 1.80587e+19, 2.51243e+12, 2.99316e+18, 1.50067e+18, 2.85414e+13, 5.52723e+13, 2.05224e+13, 1.63849e+15
0.000233337, 406.394, 1.80587e+19, 2.52458e+12, 2.99316e+18, 1.50067e+18, 2.86535e+13, 5.53286e+13, 2.05263e+13, 1.63849e+15
0.000233337, 406.394, 1.80587e+19, 2.53673e+12, 2.99315e+18, 1.50067e+18, 2.87656e+13, 5.5385e+13, 2.05303e+13, 1.6385e+15
0.000233337, 406.394, 1.80587e+19, 2.54888e+12, 2.99315e+18, 1.50067e+18, 2.88778e+13, 5.54414e+13, 2.05343e+13, 1.6385e+15
0.000233337, 406.394, 1.80587e+19, 2.56103e+12, 2.99315e+18, 1.50067e+18, 2.89899e+13, 5.54977e+13, 2.05382e+13, 1.63851e+15
0.000233337, 406.394, 1.80587e+19, 2.57318e+12, 2.99315e+18, 1.50067e+18, 2.9102e+13, 5.55541e+13, 2.05422e+13, 1.63851e+15
0.000233337, 406.394, 1.80587e+19, 2.58533e+12, 2.99315e+18, 1.50067e+18, 2.92141e+13, 5.56104e+13, 2.05461e+13, 1.63852e+15
0.000233337, 406.394, 1.80587e+19, 2.59748e+12, 2.99315e+18, 1.50067e+18, 2.93263e+13, 5.56668e+13, 2.05501e+13, 1.63852e+15
0.000233337, 406.394, 1.80587e+19, 2.60963e+12, 2.99315e+18, 1.50067e+18, 2.94384e+13, 5.57231e+13, 2.0554e+13, 1.63853e+15
0.000233337, 406.394, 1.80587e+19, 2.62177e+12, 2.99315e+18, 1.50067e+18, 2.95505e+13, 5.57794e+13, 2.0558e+13, 1.63853e+15
0.000233337, 406.395, 1.80587e+19, 2.63392e+12, 2.99315e+18, 1.50067e+18, 2.96626e+13, 5.58358e+13, 2.05619e+13, 1.63854e+15
0.000233337, 406.395, 1.80587e+19, 2.64607e+12, 2.99315e+18, 1.50067e+18, 2.97747e+13, 5.58921e+13, 2.05659e+13, 1.63854e+15
0.000233337, 406.395, 1.80586e+19, 2.65821e+12, 2.99315e+18, 1.50067e+18, 2.98868e+13, 5.59484e+13, 2.05698e+13, 1.63855e+15
0.000233337, 406.395, 1.80586e+19, 2.67036e+12, 2.99315e+18, 1.50066e+18, 2.99988e+13, 5.60048e+13, 2.05738e+13, 1.63855e+15
0.000233337, 406.395, 1.80586e+19, 2.6825e+12, 2.99314e+18, 1.50066e+18, 3.01109e+13, 5.60611e+13, 2.05777e+13, 1.63856e+15
0.000233337, 406.395, 1.80586e+19, 2.69465e+12, 2.99314e+18, 1.50066e+18, 3.0223e+13, 5.61174e+13, 2.05817e+13, 1.63856e+15
0.000233337, 406.395, 1.80586e+19, 2.70679e+12, 2.99314e+18, 1.50066e+18, 3.03351e+13, 5.61738e+13, 2.05856e+13, 1.63857e+15
0.000233337, 406.395, 1.80586e+19, 2.71894e+12, 2.99314e+18, 1.50066e+18, 3.04471e+13, 5.62301e+13, 2.05896e+13, 1.63857e+15
0.000233337, 406.395, 1.80586e+19, 2.73108e+12, 2.99314e+18, 1.50066e+18, 3.05592e+13, 5.62864e+13, 2.05935e+13, 1.63858e+15
0.000233337, 406.395, 1.80586e+19, 2.74322e+12, 2.99314e+18, 1.50066e+18, 3.06713e+13, 5.63427e+13, 2.05975e+13, 1.63858e+15
0.000233337, 406.396, 1.80586e+19, 2.75537e+12, 2.99314e+18, 1.50066e+18, 3.07833e+13, 5.6399e+13, 2.06014e+13, 1.63859e+15
0.000233337, 406.396, 1.80586e+19, 2.76751e+12, 2.99314e+18, 1.50066e+18, 3.08954e+13, 5.64554e+13, 2.06054e+13, 1.63859e+15
0.000233337, 406.396, 1.80586e+19, 2.77965e+12, 2.99314e+18, 1.50066e+18, 3.10074e+13, 5.65117e+13, 2.06093e+13, 1.6386e+15
0.000233337, 406.396, 1.80586e+19, 2.79179e+12, 2.99314e+18, 1.50066e+18, 3.11195e+13, 5.6568e+13, 2.06133e+13, 1.6386e+15
0.000233337, 406.396, 1.80586e+19, 2.80393e+12, 2.99314e+18, 1.50066e+18, 3.12315e+13, 5.66243e+13, 2.06172e+13, 1.63861e+15
0.000233337, 406.396, 1.80586e+19, 2.81607e+12, 2.99313e+18, 1.50066e+18, 3.13436e+13, 5.66806e+13, 2.06211e+13, 1.63861e+15
0.000233337, 406.396, 1.80586e+19, 2.82821e+12, 2.99313e+18, 1.50066e+18, 3.14556e+13, 5.67369e+13, 2.06251e+13, 1.63862e+15
0.000233337, 406.396, 1.80586e+19, 2.84035e+12, 2.99313e+18, 1.50066e+18, 3.15676e+13, 5.67932e+13, 2.0629e+13, 1.63862e+15
0.000233337, 406.396, 1.80586e+19, 2.85249e+12, 2.99313e+18, 1.50066e+18, 3.16796e+13, 5.68495e+13, 2.0633e+13, 1.63863e+15
0.000233337, 406.397, 1.80586e+19, 2.86463e+12, 2.99313e+18, 1.50066e+18, 3.17917e+13, 5.69058e+13, 2.06369e+13, 1.63863e+15
0.000233337, 406.397, 1.80586e+19, 2.87676e+12, 2.99313e+18, 1.50066e+18, 3.19037e+13, 5.69621e+13, 2.06409e+13, 1.63864e+15
0.000233337, 406.397, 1.80586e+19, 2.8889e+12, 2.99313e+18, 1.50066e+18, 3.20157e+13, 5.70184e+13, 2.06448e+13, 1.63864e+15
0.000233337, 406.397, 1.80586e+19, 2.90104e+12, 2.99313e+18, 1.50066e+18, 3.21277e+13, 5.70747e+13, 2.06488e+13, 1.63865e+15
0.000233337, 406.397, 1.80586e+19, 2.91318e+12, 2.99313e+18, 1.50066e+18, 3.22397e+13, 5.7131e+13, 2.06527e+13, 1.63865e+15
0.000233337, 406.397, 1.80585e+19, 2.92531e+12, 2.99313e+18, 1.50066e+18, 3.23517e+13, 5.71873e+13, 2.06567e+13, 1.63866e+15
