Time(s), T_gas(K), N_gas(#/cm^3), E, H2, O2, H, O, OH, O2(A1)
7.4e-09, 400.004, 1.83472e+19, 1.92896e+11, 3.05847e+18, 1.52832e+18, 3.53963e+12, 1.75498e+12, 2.04748e+11, 1.67195e+11
7.41e-09, 400.004, 1.83472e+19, 1.95987e+11, 3.05847e+18, 1.52832e+18, 3.5965e+12, 1.78317e+12, 2.08041e+11, 1.6988e+11
7.42e-09, 400.004, 1.83472e+19, 1.99129e+11, 3.05847e+18, 1.52832e+18, 3.65427e+12, 1.81181e+12, 2.11387e+11, 1.72608e+11
7.43e-09, 400.004, 1.83472e+19, 2.0232e+11, 3.05847e+18, 1.52832e+18, 3.71298e+12, 1.8409e+12, 2.14787e+11, 1.7538e+11
7.44e-09, 400.004, 1.83472e+19, 2.05562e+11, 3.05847e+18, 1.52832e+18, 3.77262e+12, 1.87047e+12, 2.18242e+11, 1.78196e+11
7.45e-09, 400.004, 1.83472e+19, 2.08857e+11, 3.05847e+18, 1.52832e+18, 3.83322e+12, 1.9005e+12, 2.21752e+11, 1.81058e+11
7.46e-09, 400.004, 1.83472e+19, 2.12203e+11, 3.05847e+18, 1.52831e+18, 3.89479e+12, 1.93102e+12, 2.25318e+11, 1.83965e+11
7.47e-09, 400.004, 1.83471e+19, 2.15603e+11, 3.05847e+18, 1.52831e+18, 3.95735e+12, 1.96203e+12, 2.28942e+11, 1.86919e+11
7.48e-09, 400.004, 1.83471e+19, 2.19058e+11, 3.05846e+18, 1.52831e+18, 4.02091e+12, 1.99354e+12, 2.32623e+11, 1.8992e+11
7.49e-09, 400.005, 1.83471e+19, 2.22567e+11, 3.05846e+18, 1.52831e+18, 4.08549e+12, 2.02555e+12, 2.36364e+11, 1.9297e+11
7.5e-09, 400.005, 1.83471e+19, 2.26133e+11, 3.05846e+18, 1.52831e+18, 4.15111e+12, 2.05807e+12, 2.40165e+11, 1.96068e+11
7.51e-09, 400.005, 1.83471e+19, 2.29755e+11, 3.05846e+18, 1.52831e+18, 4.21778e+12, 2.09111e+12, 2.44027e+11, 1.99216e+11
7.52e-09, 400.005, 1.83471e+19, 2.33435e+11, 3.05846e+18, 1.52831e+18, 4.28551e+12, 2.12468e+12, 2.4795e+11, 2.02414e+11
7.53e-09, 400.005, 1.83471e+19, 2.37174e+11, 3.05846e+18, 1.52831e+18, 4.35434e+12, 2.15879e+12, 2.51937e+11, 2.05663e+11
7.54e-09, 400.005, 1.83471e+19, 2.40972e+11, 3.05846e+18, 1.52831e+18, 4.42426e+12, 2.19345e+12, 2.55988e+11, 2.08965e+11
7.55e-09, 400.005, 1.83471e+19, 2.44831e+11, 3.05846e+18, 1.52831e+18, 4.49531e+12, 2.22866e+12, 2.60103e+11, 2.12319e+11
7.56e-09, 400.005, 1.83471e+19, 2.48751e+11, 3.05846e+18, 1.52831e+18, 4.56749e+12, 2.26444e+12, 2.64285e+11, 2.15727e+11
7.57e-09, 400.005, 1.83471e+19, 2.52734e+11, 3.05846e+18, 1.52831e+18, 4.64083e+12, 2.30079e+12, 2.68534e+11, 2.1919e+11
7.58e-09, 400.005, 1.83471e+19, 2.56781e+11, 3.05846e+18, 1.52831e+18, 4.71535e+12, 2.33772e+12, 2.72851e+11, 2.22708e+11
7.59e-09, 400.005, 1.83471e+19, 2.60892e+11, 3.05846e+18, 1.52831e+18, 4.79106e+12, 2.37524e+12, 2.77237e+11, 2.26283e+11
7.6e-09, 400.005, 1.83471e+19, 2.65068e+11, 3.05846e+18, 1.52831e+18, 4.86798e+12, 2.41336e+12, 2.81694e+11, 2.29914e+11
7.61e-09, 400.005, 1.83471e+19, 2.69311e+11, 3.05846e+18, 1.52831e+18, 4.94614e+12, 2.45209e+12, 2.86222e+11, 2.33604e+11
7.62e-09, 400.006, 1.83471e+19, 2.73621e+11, 3.05846e+18, 1.52831e+18, 5.02554e+12, 2.49145e+12, 2.90822e+11, 2.37353e+11
7.63e-09, 400.006, 1.83471e+19, 2.78e+11, 3.05845e+18, 1.52831e+18, 5.10622e+12, 2.53143e+12, 2.95497e+11, 2.41162e+11
7.64e-09, 400.006, 1.83471e+19, 2.82449e+11, 3.05845e+18, 1.52831e+18, 5.18819e+12, 2.57205e+12, 3.00246e+11, 2.45031e+11
7.65e-09, 400.006, 1.83471e+19, 2.86968e+11, 3.05845e+18, 1.52831e+18, 5.27148e+12, 2.61332e+12, 3.05072e+11, 2.48963e+11
7.66e-09, 400.006, 1.83471e+19, 2.9156e+11, 3.05845e+18, 1.52831e+18, 5.35609e+12, 2.65526e+12, 3.09975e+11, 2.52958e+11
7.67e-09, 400.006, 1.83471e+19, 2.96225e+11, 3.05845e+18, 1.52831e+18, 5.44207e+12, 2.69786e+12, 3.14956e+11, 2.57016e+11
7.68e-09, 400.006, 1.83471e+19, 3.00963e+11, 3.05845e+18, 1.52831e+18, 5.52942e+12, 2.74115e+12, 3.20018e+11, 2.6114e+11
7.69e-09, 400.006, 1.83471e+19, 3.05777e+11, 3.05845e+18, 1.52831e+18, 5.61816e+12, 2.78512e+12, 3.2516e+11, 2.65329e+11
7.7e-09, 400.006, 1.83471e+19, 3.10668e+11, 3.05845e+18, 1.52831e+18, 5.70833e+12, 2.8298e+12, 3.30386e+11, 2.69586e+11
7.71e-09, 400.006, 1.83471e+19, 3.15636e+11, 3.05845e+18, 1.52831e+18, 5.79994e+12, 2.8752e+12, 3.35694e+11, 2.7391e+11
7.72e-09, 400.007, 1.8347e+19, 3.20684e+11, 3.05845e+18, 1.5283e+18, 5.89302e+12, 2.92132e+12, 3.41088e+11, 2.78304e+11
7.73e-09, 400.007, 1.8347e+19, 3.25812e+11, 3.05845e+18, 1.5283e+18, 5.98759e+12, 2.96818e+12, 3.46569e+11, 2.82768e+11
7.74e-09, 400.007, 1.8347e+19, 3.31021e+11, 3.05844e+18, 1.5283e+18, 6.08367e+12, 3.01579e+12, 3.52137e+11, 2.87303e+11
7.75e-09, 400.007, 1.8347e+19, 3.36313e+11, 3.05844e+18, 1.5283e+18, 6.18129e+12, 3.06416e+12, 3.57795e+11, 2.91911e+11
7.76e-09, 400.007, 1.8347e+19, 3.41688e+11, 3.05844e+18, 1.5283e+18, 6.28047e+12, 3.1133e+12, 3.63543e+11, 2.96592e+11
7.77e-09, 400.007, 1.8347e+19, 3.4715e+11, 3.05844e+18, 1.5283e+18, 6.38124e+12, 3.16323e+12, 3.69383e+11, 3.01348e+11
7.78e-09, 400.007, 1.8347e+19, 3.52698e+11, 3.05844e+18, 1.5283e+18, 6.48362e+12, 3.21396e+12, 3.75317e+11, 3.06181e+11
7.79e-09, 400.007, 1.8347e+19, 3.58334e+11, 3.05844e+18, 1.5283e+18, 6.58764e+12, 3.2655e+12, 3.81346e+11, 3.1109e+11
7.8e-09, 400.007, 1.8347e+19, 3.64059e+11, 3.05844e+18, 1.5283e+18, 6.69332e+12, 3.31786e+12, 3.87472e+11, 3.16078e+11
7.81e-09, 400.008, 1.8347e+19, 3.69876e+11, 3.05844e+18, 1.5283e+18, 6.80069e+12, 3.37105e+12, 3.93696e+11, 3.21146e+11
7.82e-09, 400.008, 1.8347e+19, 3.75784e+11, 3.05844e+18, 1.5283e+18, 6.90978e+12, 3.4251e+12, 4.00019e+11, 3.26295e+11
7.83e-09, 400.008, 1.8347e+19, 3.81787e+11, 3.05844e+18, 1.5283e+18, 7.02061e+12, 3.48001e+12, 4.06444e+11, 3.31525e+11
7.84e-09, 400.008, 1.8347e+19, 3.87884e+11, 3.05843e+18, 1.5283e+18, 7.13322e+12, 3.5358e+12, 4.12972e+11, 3.3684e+11
7.85e-09, 400.008, 1.8347e+19, 3.94078e+11, 3.05843e+18, 1.5283e+18, 7.24763e+12, 3.59248e+12, 4.19604e+11, 3.42239e+11
7.86e-09, 400.008, 1.8347e+19, 4.00371e+11, 3.05843e+18, 1.5283e+18, 7.36386e+12, 3.65006e+12, 4.26343e+11, 3.47725e+11
7.87e-09, 400.008, 1.8347e+19, 4.06763e+11, 3.05843e+18, 1.5283e+18, 7.48195e+12, 3.70857e+12, 4.33189e+11, 3.53298e+11
7.88e-09, 400.008, 1.8347e+19, 4.13256e+11, 3.05843e+18, 1.5283e+18, 7.60193e+12, 3.768e+12, 4.40145e+11, 3.5896e+11
7.89e-09, 400.009, 1.8347e+19, 4.19852e+11, 3.05843e+18, 1.5283e+18, 7.72383e+12, 3.82839e+12, 4.47213e+11, 3.64712e+11
7.9e-09, 400.009, 1.83469e+19, 4.26553e+11, 3.05843e+18, 1.5283e+18, 7.84768e+12, 3.88974e+12, 4.54394e+11, 3.70556e+11
7.91e-09, 400.009, 1.83469e+19, 4.3336e+11, 3.05843e+18, 1.52829e+18, 7.9735e+12, 3.95207e+12, 4.6169e+11, 3.76494e+11
7.92e-09, 400.009, 1.83469e+19, 4.40274e+11, 3.05843e+18, 1.52829e+18, 8.10134e+12, 4.01539e+12, 4.69102e+11, 3.82526e+11
7.93e-09, 400.009, 1.83469e+19, 4.47298e+11, 3.05842e+18, 1.52829e+18, 8.23121e+12, 4.07973e+12, 4.76633e+11, 3.88654e+11
7.94e-09, 400.009, 1.83469e+19, 4.54433e+11, 3.05842e+18, 1.52829e+18, 8.36317e+12, 4.14509e+12, 4.84285e+11, 3.94881e+11
7.95e-09, 400.009, 1.83469e+19, 4.6168e+11, 3.05842e+18, 1.52829e+18, 8.49723e+12, 4.21149e+12, 4.92059e+11, 4.01206e+11
7.96e-09, 400.01, 1.83469e+19, 4.69043e+11, 3.05842e+18, 1.52829e+18, 8.63343e+12, 4.27895e+12, 4.99958e+11, 4.07633e+11
7.97e-09, 400.01, 1.83469e+19, 4.76521e+11, 3.05842e+18, 1.52829e+18, 8.7718e+12, 4.34749e+12, 5.07983e+11, 4.14161e+11
7.98e-09, 400.01, 1.83469e+19, 4.84118e+11, 3.05842e+18, 1.52829e+18, 8.91238e+12, 4.41712e+12, 5.16137e+11, 4.20794e+11
7.99e-09, 400.01, 1.83469e+19, 4.91835e+11, 3.05842e+18, 1.52829e+18, 9.05521e+12, 4.48786e+12, 5.24421e+11, 4.27533e+11
8e-09, 400.01, 1.83469e+19, 4.99673e+11, 3.05842e+18, 1.52829e+18, 9.20032e+12, 4.55973e+12, 5.32838e+11, 4.34379e+11
8.01e-09, 400.01, 1.83469e+19, 5.07636e+11, 3.05841e+18, 1.52829e+18, 9.34774e+12, 4.63274e+12, 5.41389e+11, 4.41334e+11
8.02e-09, 400.011, 1.83469e+19, 5.15724e+11, 3.05841e+18, 1.52829e+18, 9.49752e+12, 4.70692e+12, 5.50077e+11, 4.484e+11
8.03e-09, 400.011, 1.83469e+19, 5.23939e+11, 3.05841e+18, 1.52829e+18, 9.64969e+12, 4.78228e+12, 5.58904e+11, 4.55579e+11
8.04e-09, 400.011, 1.83469e+19, 5.32285e+11, 3.05841e+18, 1.52829e+18, 9.80428e+12, 4.85884e+12, 5.67872e+11, 4.62872e+11
8.05e-09, 400.011, 1.83468e+19, 5.40761e+11, 3.05841e+18, 1.52828e+18, 9.96134e+12, 4.93662e+12, 5.76984e+11, 4.70281e+11
8.06e-09, 400.011, 1.83468e+19, 5.49372e+11, 3.05841e+18, 1.52828e+18, 1.01209e+13, 5.01563e+12, 5.86242e+11, 4.77808e+11
8.07e-09, 400.011, 1.83468e+19, 5.58118e+11, 3.0584e+18, 1.52828e+18, 1.0283e+13, 5.09591e+12, 5.95647e+11, 4.85455e+11
8.08e-09, 400.012, 1.83468e+19, 5.67001e+11, 3.0584e+18, 1.52828e+18, 1.04477e+13, 5.17746e+12, 6.05203e+11, 4.93224e+11
8.09e-09, 400.012, 1.83468e+19, 5.76025e+11, 3.0584e+18, 1.52828e+18, 1.0615e+13, 5.26031e+12, 6.14912e+11, 5.01116e+11
8.1e-09, 400.012, 1.83468e+19, 5.8519e+11, 3.0584e+18, 1.52828e+18, 1.0785e+13, 5.34448e+12, 6.24776e+11, 5.09134e+11
8.11e-09, 400.012, 1.83468e+19, 5.945e+11, 3.0584e+18, 1.52828e+18, 1.09577e+13, 5.42999e+12, 6.34797e+11, 5.17279e+11
8.12e-09, 400.012, 1.83468e+19, 6.03956e+11, 3.0584e+18, 1.52828e+18, 1.11332e+13, 5.51686e+12, 6.44979e+11, 5.25554e+11
8.13e-09, 400.013, 1.83468e+19, 6.13561e+11, 3.05839e+18, 1.52828e+18, 1.13114e+13, 5.60512e+12, 6.55323e+11, 5.33961e+11
8.14e-09, 400.013, 1.83468e+19, 6.23317e+11, 3.05839e+18, 1.52828e+18, 1.14925e+13, 5.69477e+12, 6.65833e+11, 5.42501e+11
8.15e-09, 400.013, 1.83468e+19, 6.33226e+11, 3.05839e+18, 1.52828e+18, 1.16764e+13, 5.78585e+12, 6.76511e+11, 5.51177e+11
8.16e-09, 400.013, 1.83467e+19, 6.43291e+11, 3.05839e+18, 1.52828e+18, 1.18633e+13, 5.87838e+12, 6.87359e+11, 5.59991e+11
8.17e-09, 400.013, 1.83467e+19, 6.53514e+11, 3.05839e+18, 1.52827e+18, 1.20532e+13, 5.97238e+12, 6.98381e+11, 5.68945e+11
8.18e-09, 400.014, 1.83467e+19, 6.63897e+11, 3.05839e+18, 1.52827e+18, 1.22461e+13, 6.06787e+12, 7.09578e+11, 5.78041e+11
8.19e-09, 400.014, 1.83467e+19, 6.74443e+11, 3.05838e+18, 1.52827e+18, 1.24421e+13, 6.16488e+12, 7.20955e+11, 5.87282e+11
8.2e-09, 400.014, 1.83467e+19, 6.85154e+11, 3.05838e+18, 1.52827e+18, 1.26412e+13, 6.26343e+12, 7.32513e+11, 5.9667e+11
8.21e-09, 400.014, 1.83467e+19, 6.96034e+11, 3.05838e+18, 1.52827e+18, 1.28434e+13, 6.36355e+12, 7.44256e+11, 6.06206e+11
8.22e-09, 400.014, 1.83467e+19, 7.07083e+11, 3.05838e+18, 1.52827e+18, 1.30489e+13, 6.46525e+12, 7.56186e+11, 6.15894e+11
8.23e-09, 400.015, 1.83467e+19, 7.18306e+11, 3.05838e+18, 1.52827e+18, 1.32576e+13, 6.56857e+12, 7.68307e+11, 6.25736e+11
8.24e-09, 400.015, 1.83467e+19, 7.29704e+11, 3.05837e+18, 1.52827e+18, 1.34697e+13, 6.67353e+12, 7.80621e+11, 6.35734e+11
8.25e-09, 400.015, 1.83467e+19, 7.41281e+11, 3.05837e+18, 1.52827e+18, 1.36851e+13, 6.78016e+12, 7.93132e+11, 6.45891e+11
8.26e-09, 400.015, 1.83466e+19, 7.53039e+11, 3.05837e+18, 1.52827e+18, 1.39039e+13, 6.88848e+12, 8.05842e+11, 6.56208e+11
8.27e-09, 400.016, 1.83466e+19, 7.64981e+11, 3.05837e+18, 1.52826e+18, 1.41263e+13, 6.99851e+12, 8.18755e+11, 6.6669e+11
8.28e-09, 400.016, 1.83466e+19, 7.77109e+11, 3.05837e+18, 1.52826e+18, 1.43521e+13, 7.11029e+12, 8.31875e+11, 6.77337e+11
8.29e-09, 400.016, 1.83466e+19, 7.89426e+11, 3.05836e+18, 1.52826e+18, 1.45816e+13, 7.22385e+12, 8.45203e+11, 6.88154e+11
8.3e-09, 400.016, 1.83466e+19, 8.01936e+11, 3.05836e+18, 1.52826e+18, 1.48147e+13, 7.3392e+12, 8.58744e+11, 6.99141e+11
8.31e-09, 400.017, 1.83466e+19, 8.14641e+11, 3.05836e+18, 1.52826e+18, 1.50515e+13, 7.45638e+12, 8.72501e+11, 7.10303e+11
8.32e-09, 400.017, 1.83466e+19, 8.27544e+11, 3.05836e+18, 1.52826e+18, 1.52921e+13, 7.57541e+12, 8.86478e+11, 7.21642e+11
8.33e-09, 400.017, 1.83466e+19, 8.40649e+11, 3.05835e+18, 1.52826e+18, 1.55364e+13, 7.69634e+12, 9.00677e+11, 7.3316e+11
8.34e-09, 400.018, 1.83465e+19, 8.53957e+11, 3.05835e+18, 1.52826e+18, 1.57847e+13, 7.81917e+12, 9.15102e+11, 7.44861e+11
8.35e-09, 400.018, 1.83465e+19, 8.67473e+11, 3.05835e+18, 1.52825e+18, 1.60369e+13, 7.94395e+12, 9.29758e+11, 7.56747e+11
8.36e-09, 400.018, 1.83465e+19, 8.81199e+11, 3.05835e+18, 1.52825e+18, 1.62931e+13, 8.07071e+12, 9.44647e+11, 7.6882e+11
8.37e-09, 400.018, 1.83465e+19, 8.95138e+11, 3.05834e+18, 1.52825e+18, 1.65534e+13, 8.19947e+12, 9.59773e+11, 7.81085e+11
8.38e-09, 400.019, 1.83465e+19, 9.09295e+11, 3.05834e+18, 1.52825e+18, 1.68177e+13, 8.33027e+12, 9.75141e+11, 7.93544e+11
8.39e-09, 400.019, 1.83465e+19, 9.23671e+11, 3.05834e+18, 1.52825e+18, 1.70863e+13, 8.46314e+12, 9.90753e+11, 8.062e+11
8.4e-09, 400.019, 1.83465e+19, 9.3827e+11, 3.05834e+18, 1.52825e+18, 1.73592e+13, 8.59811e+12, 1.00661e+12, 8.19056e+11
8.41e-09, 400.02, 1.83465e+19, 9.53096e+11, 3.05833e+18, 1.52825e+18, 1.76363e+13, 8.73521e+12, 1.02273e+12, 8.32115e+11
8.42e-09, 400.02, 1.83464e+19, 9.68152e+11, 3.05833e+18, 1.52825e+18, 1.79179e+13, 8.87448e+12, 1.0391e+12, 8.4538e+11
8.43e-09, 400.02, 1.83464e+19, 9.83442e+11, 3.05833e+18, 1.52824e+18, 1.82039e+13, 9.01594e+12, 1.05573e+12, 8.58855e+11
8.44e-09, 400.021, 1.83464e+19, 9.98968e+11, 3.05833e+18, 1.52824e+18, 1.84944e+13, 9.15964e+12, 1.07262e+12, 8.72543e+11
8.45e-09, 400.021, 1.83464e+19, 1.01473e+12, 3.05832e+18, 1.52824e+18, 1.87896e+13, 9.30561e+12, 1.08979e+12, 8.86447e+11
8.46e-09, 400.021, 1.83464e+19, 1.03075e+12, 3.05832e+18, 1.52824e+18, 1.90894e+13, 9.45389e+12, 1.10722e+12, 9.0057e+11
8.47e-09, 400.022, 1.83464e+19, 1.047e+12, 3.05832e+18, 1.52824e+18, 1.93939e+13, 9.6045e+12, 1.12494e+12, 9.14916e+11
8.48e-09, 400.022, 1.83463e+19, 1.06351e+12, 3.05831e+18, 1.52824e+18, 1.97033e+13, 9.75749e+12, 1.14293e+12, 9.29488e+11
8.49e-09, 400.022, 1.83463e+19, 1.08028e+12, 3.05831e+18, 1.52823e+18, 2.00176e+13, 9.91289e+12, 1.16122e+12, 9.4429e+11
8.5e-09, 400.023, 1.83463e+19, 1.0973e+12, 3.05831e+18, 1.52823e+18, 2.03368e+13, 1.00707e+13, 1.17979e+12, 9.59325e+11
8.51e-09, 400.023, 1.83463e+19, 1.11459e+12, 3.05831e+18, 1.52823e+18, 2.06611e+13, 1.02311e+13, 1.19866e+12, 9.74597e+11
8.52e-09, 400.023, 1.83463e+19, 1.13214e+12, 3.0583e+18, 1.52823e+18, 2.09905e+13, 1.03939e+13, 1.21783e+12, 9.90109e+11
8.53e-09, 400.024, 1.83463e+19, 1.14996e+12, 3.0583e+18, 1.52823e+18, 2.13251e+13, 1.05594e+13, 1.2373e+12, 1.00587e+12
8.54e-09, 400.024, 1.83462e+19, 1.16806e+12, 3.0583e+18, 1.52823e+18, 2.1665e+13, 1.07274e+13, 1.25708e+12, 1.02187e+12
8.55e-09, 400.024, 1.83462e+19, 1.18643e+12, 3.05829e+18, 1.52822e+18, 2.20103e+13, 1.08981e+13, 1.27718e+12, 1.03813e+12
8.56e-09, 400.025, 1.83462e+19, 1.20509e+12, 3.05829e+18, 1.52822e+18, 2.2361e+13, 1.10714e+13, 1.29759e+12, 1.05464e+12
8.57e-09, 400.025, 1.83462e+19, 1.22404e+12, 3.05829e+18, 1.52822e+18, 2.27172e+13, 1.12475e+13, 1.31833e+12, 1.07141e+12
8.58e-09, 400.026, 1.83462e+19, 1.24327e+12, 3.05828e+18, 1.52822e+18, 2.30791e+13, 1.14264e+13, 1.3394e+12, 1.08845e+12
8.59e-09, 400.026, 1.83462e+19, 1.2628e+12, 3.05828e+18, 1.52822e+18, 2.34466e+13, 1.16081e+13, 1.3608e+12, 1.10575e+12
8.6e-09, 400.026, 1.83461e+19, 1.28263e+12, 3.05827e+18, 1.52822e+18, 2.382e+13, 1.17926e+13, 1.38255e+12, 1.12332e+12
8.61e-09, 400.027, 1.83461e+19, 1.30276e+12, 3.05827e+18, 1.52821e+18, 2.41992e+13, 1.198e+13, 1.40464e+12, 1.14118e+12
8.62e-09, 400.027, 1.83461e+19, 1.3232e+12, 3.05827e+18, 1.52821e+18, 2.45845e+13, 1.21704e+13, 1.42707e+12, 1.15931e+12
8.63e-09, 400.028, 1.83461e+19, 1.34396e+12, 3.05826e+18, 1.52821e+18, 2.49757e+13, 1.23637e+13, 1.44987e+12, 1.17772e+12
8.64e-09, 400.028, 1.83461e+19, 1.36503e+12, 3.05826e+18, 1.52821e+18, 2.53732e+13, 1.25601e+13, 1.47302e+12, 1.19643e+12
8.65e-09, 400.029, 1.8346e+19, 1.38642e+12, 3.05826e+18, 1.52821e+18, 2.57769e+13, 1.27595e+13, 1.49654e+12, 1.21542e+12
8.66e-09, 400.029, 1.8346e+19, 1.40814e+12, 3.05825e+18, 1.5282e+18, 2.61869e+13, 1.29621e+13, 1.52044e+12, 1.23472e+12
8.67e-09, 400.03, 1.8346e+19, 1.43019e+12, 3.05825e+18, 1.5282e+18, 2.66034e+13, 1.31679e+13, 1.54471e+12, 1.25431e+12
8.68e-09, 400.03, 1.8346e+19, 1.45257e+12, 3.05824e+18, 1.5282e+18, 2.70265e+13, 1.33769e+13, 1.56937e+12, 1.27422e+12
8.69e-09, 400.031, 1.8346e+19, 1.4753e+12, 3.05824e+18, 1.5282e+18, 2.74562e+13, 1.35891e+13, 1.59442e+12, 1.29443e+12
8.7e-09, 400.031, 1.83459e+19, 1.49837e+12, 3.05824e+18, 1.5282e+18, 2.78926e+13, 1.38047e+13, 1.61987e+12, 1.31496e+12
8.71e-09, 400.031, 1.83459e+19, 1.52179e+12, 3.05823e+18, 1.52819e+18, 2.83359e+13, 1.40236e+13, 1.64571e+12, 1.33582e+12
8.72e-09, 400.032, 1.83459e+19, 1.54557e+12, 3.05823e+18, 1.52819e+18, 2.87862e+13, 1.4246e+13, 1.67197e+12, 1.357e+12
8.73e-09, 400.032, 1.83459e+19, 1.5697e+12, 3.05822e+18, 1.52819e+18, 2.92435e+13, 1.44718e+13, 1.69864e+12, 1.3785e+12
8.74e-09, 400.033, 1.83458e+19, 1.5942e+12, 3.05822e+18, 1.52819e+18, 2.9708e+13, 1.47012e+13, 1.72574e+12, 1.40035e+12
8.75e-09, 400.034, 1.83458e+19, 1.61908e+12, 3.05821e+18, 1.52818e+18, 3.01797e+13, 1.49341e+13, 1.75326e+12, 1.42253e+12
8.76e-09, 400.034, 1.83458e+19, 1.64433e+12, 3.05821e+18, 1.52818e+18, 3.06589e+13, 1.51707e+13, 1.78122e+12, 1.44507e+12
8.77e-09, 400.035, 1.83458e+19, 1.66996e+12, 3.0582e+18, 1.52818e+18, 3.11456e+13, 1.5411e+13, 1.80961e+12, 1.46795e+12
8.78e-09, 400.035, 1.83457e+19, 1.69597e+12, 3.0582e+18, 1.52818e+18, 3.16399e+13, 1.5655e+13, 1.83846e+12, 1.49119e+12
8.79e-09, 400.036, 1.83457e+19, 1.72238e+12, 3.0582e+18, 1.52817e+18, 3.21419e+13, 1.59028e+13, 1.86776e+12, 1.51479e+12
8.8e-09, 400.036, 1.83457e+19, 1.74918e+12, 3.05819e+18, 1.52817e+18, 3.26518e+13, 1.61545e+13, 1.89753e+12, 1.53876e+12
8.81e-09, 400.037, 1.83457e+19, 1.77639e+12, 3.05819e+18, 1.52817e+18, 3.31697e+13, 1.64101e+13, 1.92777e+12, 1.5631e+12
8.82e-09, 400.037, 1.83456e+19, 1.80401e+12, 3.05818e+18, 1.52817e+18, 3.36956e+13, 1.66696e+13, 1.95848e+12, 1.58782e+12
8.83e-09, 400.038, 1.83456e+19, 1.83204e+12, 3.05818e+18, 1.52816e+18, 3.42298e+13, 1.69332e+13, 1.98968e+12, 1.61292e+12
8.84e-09, 400.039, 1.83456e+19, 1.86049e+12, 3.05817e+18, 1.52816e+18, 3.47723e+13, 1.72009e+13, 2.02136e+12, 1.63842e+12
8.85e-09, 400.039, 1.83455e+19, 1.88937e+12, 3.05816e+18, 1.52816e+18, 3.53233e+13, 1.74728e+13, 2.05355e+12, 1.66431e+12
8.86e-09, 400.04, 1.83455e+19, 1.91868e+12, 3.05816e+18, 1.52816e+18, 3.58828e+13, 1.77488e+13, 2.08625e+12, 1.6906e+12
8.87e-09, 400.041, 1.83455e+19, 1.94842e+12, 3.05815e+18, 1.52815e+18, 3.64511e+13, 1.80292e+13, 2.11946e+12, 1.7173e+12
8.88e-09, 400.041, 1.83455e+19, 1.97861e+12, 3.05815e+18, 1.52815e+18, 3.70283e+13, 1.83139e+13, 2.15319e+12, 1.74441e+12
8.89e-09, 400.042, 1.83454e+19, 2.00925e+12, 3.05814e+18, 1.52815e+18, 3.76144e+13, 1.8603e+13, 2.18746e+12, 1.77195e+12
8.9e-09, 400.042, 1.83454e+19, 2.04035e+12, 3.05814e+18, 1.52814e+18, 3.82097e+13, 1.88966e+13, 2.22226e+12, 1.7999e+12
8.91e-09, 400.043, 1.83454e+19, 2.0719e+12, 3.05813e+18, 1.52814e+18, 3.88143e+13, 1.91947e+13, 2.25761e+12, 1.8283e+12
8.92e-09, 400.044, 1.83453e+19, 2.10393e+12, 3.05813e+18, 1.52814e+18, 3.94282e+13, 1.94975e+13, 2.29352e+12, 1.85713e+12
8.93e-09, 400.045, 1.83453e+19, 2.13643e+12, 3.05812e+18, 1.52814e+18, 4.00517e+13, 1.98049e+13, 2.32999e+12, 1.8864e+12
8.94e-09, 400.045, 1.83453e+19, 2.16941e+12, 3.05811e+18, 1.52813e+18, 4.06849e+13, 2.0117e+13, 2.36704e+12, 1.91613e+12
8.95e-09, 400.046, 1.83452e+19, 2.20288e+12, 3.05811e+18, 1.52813e+18, 4.13279e+13, 2.0434e+13, 2.40466e+12, 1.94632e+12
8.96e-09, 400.047, 1.83452e+19, 2.23684e+12, 3.0581e+18, 1.52813e+18, 4.19809e+13, 2.07559e+13, 2.44288e+12, 1.97697e+12
8.97e-09, 400.047, 1.83452e+19, 2.2713e+12, 3.05809e+18, 1.52812e+18, 4.2644e+13, 2.10828e+13, 2.4817e+12, 2.0081e+12
8.98e-09, 400.048, 1.83451e+19, 2.30627e+12, 3.05809e+18, 1.52812e+18, 4.33174e+13, 2.14146e+13, 2.52113e+12, 2.0397e+12
8.99e-09, 400.049, 1.83451e+19, 2.34175e+12, 3.05808e+18, 1.52812e+18, 4.40012e+13, 2.17516e+13, 2.56117e+12, 2.07179e+12
9e-09, 400.05, 1.83451e+19, 2.37776e+12, 3.05807e+18, 1.52811e+18, 4.46956e+13, 2.20938e+13, 2.60185e+12, 2.10437e+12
9.01e-09, 400.05, 1.8345e+19, 2.41429e+12, 3.05807e+18, 1.52811e+18, 4.54008e+13, 2.24412e+13, 2.64316e+12, 2.13746e+12
9.02e-09, 400.051, 1.8345e+19, 2.45136e+12, 3.05806e+18, 1.5281e+18, 4.61169e+13, 2.2794e+13, 2.68511e+12, 2.17105e+12
9.03e-09, 400.052, 1.8345e+19, 2.48896e+12, 3.05805e+18, 1.5281e+18, 4.6844e+13, 2.31522e+13, 2.72773e+12, 2.20516e+12
9.04e-09, 400.053, 1.83449e+19, 2.52712e+12, 3.05805e+18, 1.5281e+18, 4.75824e+13, 2.35158e+13, 2.77101e+12, 2.23979e+12
9.05e-09, 400.054, 1.83449e+19, 2.56583e+12, 3.05804e+18, 1.52809e+18, 4.83322e+13, 2.38851e+13, 2.81497e+12, 2.27495e+12
